股票代碼,股票名稱,EPS,ROE,營收成長率,速動比率,現價,市值,產業,部門
1402.TW,Far Eastern New Century Corporation,1.99,6.028999799999999,5.7,0.768,32.9,176084090880.0,Textile Manufacturing,Consumer Cyclical
1409.TW,Shinkong Synthetic Fibers Corporation,1.06,5.021999800000001,18.4,0.432,13.6,21946728448.0,Textile Manufacturing,Consumer Cyclical
1410.TW,"Nan Yang Dyeing & Finishing Co.,Ltd",0.57,1.846,21.2,14.639,35.45,2233350144.0,Textile Manufacturing,Consumer Cyclical
1413.TW,"Hung Chou Fiber Ind. Co., Ltd",-0.17,-2.103,2.5,0.45,11.9,1572132736.0,Textile Manufacturing,Consumer Cyclical
1414.TW,"Tung Ho Textile Co., Ltd.",0.26,2.131,-15.7,1.316,21.0,4620000256.0,Textile Manufacturing,Consumer Cyclical
1416.TW,Kwong Fong Industries Corporation,0.79,3.1519998,19.7,0.66,12.65,2344576256.0,Information Technology Services,Technology
1417.TW,Carnival Industrial Corporation,-0.81,-6.2979996,-73.2,5.163,8.87,1684785536.0,Apparel Retail,Consumer Cyclical
1418.TW,TongHwa Corporation,0.47,2.004,-15.0,38.347,25.6,1390361600.0,Textile Manufacturing,Consumer Cyclical
1419.TW,"Shinkong Textile Co., Ltd.",2.9,6.067,26.0,0.912,42.25,12642762752.0,Textile Manufacturing,Consumer Cyclical
1423.TW,Reward Wool Industry Corporation,0.81,2.651,-51.6,30.788,37.0,3686976000.0,Textile Manufacturing,Consumer Cyclical
1432.TW,TRK Corporation,-0.47,-3.115,-12.1,0.405,17.1,1846800000.0,Leisure,Consumer Cyclical
1434.TW,"Formosa Taffeta Co., Ltd.",0.88,3.266,5.5,1.219,17.95,30200338432.0,Textile Manufacturing,Consumer Cyclical
1435.TW,Chung Fu Tex-International Corporation,-0.23,-2.809,38.5,57.278,39.1,5465397760.0,Conglomerates,Industrials
1436.TW,"Hua Yu Lien Development Co., Ltd",15.74,45.363998,-37.7,0.188,126.0,16182053888.0,Real Estate - Development,Real Estate
1437.TW,GTM Holdings Corporation,3.24,8.294,11.0,2.135,33.3,6772254208.0,Real Estate Services,Real Estate
1438.TW,"SanDi Properties Co.,Ltd.",-1.54,-5.8590002000000005,-100.0,0.38,43.0,4781857792.0,Real Estate - Diversified,Real Estate
1439.TW,"Ascent Development Co., Ltd.",1.74,5.164,-61.3,0.28,31.7,2916400128.0,Textile Manufacturing,Consumer Cyclical
1440.TW,"Tainan Spinning Co., Ltd.",-0.34,-1.7409999999999999,-9.700000000000001,0.758,13.4,22201387008.0,Textile Manufacturing,Consumer Cyclical
1441.TW,"Tah Tong Textile Co., Ltd.",1.63,22.035,57.599999999999994,0.283,13.15,943433600.0,Textile Manufacturing,Consumer Cyclical
1442.TW,"Advancetek Enterprise Co.,Ltd.",7.17,33.396,-67.60000000000001,0.199,81.6,29882898432.0,Real Estate Services,Real Estate
1443.TW,"Lily Textile Co., Ltd.",1.81,13.059000000000001,28.499999999999996,0.09,29.8,4033221632.0,Integrated Freight & Logistics,Industrials
1444.TW,"Lealea Enterprise Co., Ltd.",0.28,2.0399998999999998,35.199999999999996,0.249,7.9,7776681472.0,Textile Manufacturing,Consumer Cyclical
1445.TW,"Universal Textile Co., Ltd.",-1.52,-7.797,-36.5,2.108,15.2,1986123136.0,Textile Manufacturing,Consumer Cyclical
1446.TW,"Hong Ho Precision Textile Co.,Ltd.",9.82,62.976,30.7,1.491,31.15,4289666560.0,Textile Manufacturing,Consumer Cyclical
1447.TW,"Li Peng Enterprise Co., Ltd.",0.04,0.738,30.4,0.712,6.98,5887923200.0,Textile Manufacturing,Consumer Cyclical
1449.TW,"Chia Her Industrial Co., Ltd.",0.93,5.0040002999999995,7.3,0.254,15.8,1628885248.0,Textile Manufacturing,Consumer Cyclical
1451.TW,"Nien Hsing Textile Co., Ltd.",1.2,3.45,-0.1,3.68,21.45,4247100160.0,Textile Manufacturing,Consumer Cyclical
1452.TW,"Hong Yi Fiber Ind. Co., Ltd.",0.64,3.071,25.6,12.62,14.5,1923294464.0,Textile Manufacturing,Consumer Cyclical
1453.TW,"Ta Jiang Co., Ltd.",0.02,4.851,102.4,0.482,16.05,1764617216.0,Textile Manufacturing,Consumer Cyclical
1454.TW,"Taiwan Taffeta Fabric Co., Ltd.",0.1,0.77,13.5,1.753,16.1,1966132096.0,Textile Manufacturing,Consumer Cyclical
1455.TW,"Zig Sheng Industrial Co., Ltd.",0.01,0.083,-7.3999999999999995,0.97,9.16,4870261760.0,Textile Manufacturing,Consumer Cyclical
1456.TW,"I-Hwa Industrial Co.,Ltd",1.1,6.578,-15.6,0.028,14.85,1391742080.0,Real Estate Services,Real Estate
1457.TW,"Yi Jinn Industrial Co., Ltd.",0.91,3.4549999999999996,-0.0,0.901,19.4,4530268672.0,Textile Manufacturing,Consumer Cyclical
1459.TW,"Lan Fa Textile Co., Ltd.",0.68,7.217,-20.3,1.356,12.5,3968562432.0,Textile Manufacturing,Consumer Cyclical
1460.TW,"Everest Textile Co., Ltd.",-0.41,-14.921999999999999,4.9,0.273,7.4,4991041024.0,Textile Manufacturing,Consumer Cyclical
1463.TW,"Chyang Sheng Texing Co., Ltd.",3.27,21.166999999999998,378.6,2.721,26.6,4372853760.0,Textile Manufacturing,Consumer Cyclical
1464.TW,"De Licacy Industrial Co., Ltd.",1.03,6.146,27.1,0.573,17.95,7317138432.0,Textile Manufacturing,Consumer Cyclical
1465.TW,"Wisher Industrial Co., Ltd.",0.65,4.0680000000000005,-16.7,2.923,14.5,1502301440.0,Textile Manufacturing,Consumer Cyclical
1466.TW,Acelon Chemicals & Fiber Corporation,0.14,1.1849999,22.400000000000002,0.864,16.75,1861879808.0,Textile Manufacturing,Consumer Cyclical
1467.TW,"Tex-Ray Industrial Co., Ltd.",0.39,2.8499998,4.0,0.917,9.5,2219437312.0,Apparel Manufacturing,Consumer Cyclical
1468.TW,Chang-Ho Fibre Corporation,0.94,8.552,8.0,0.486,13.5,2165467392.0,Textile Manufacturing,Consumer Cyclical
1470.TW,evertex fabrinology limited,1.13,9.633,67.4,2.847,21.75,1865432192.0,Textile Manufacturing,Consumer Cyclical
1471.TW,Solytech Enterprise Corporation,0.04,0.426,8.3,10.027,10.5,1579357568.0,Computer Hardware,Technology
1472.TW,"Triocean Industrial Corporation Co., Ltd.",3.3,8.9549996,11.0,1.528,99.9,5243561472.0,Textile Manufacturing,Consumer Cyclical
1473.TW,"Tainan Enterprises Co., Ltd.",3.02,11.254,6.0,1.595,35.3,5159236096.0,Apparel Manufacturing,Consumer Cyclical
1474.TW,"Honmyue Enterprise Co., Ltd.",0.76,2.76,18.2,1.149,13.75,1786083712.0,Textile Manufacturing,Consumer Cyclical
1475.TW,"Big Sun Shine CO., LTD.",7.21,29.125,79.60000000000001,3.432,54.0,3564918016.0,Textile Manufacturing,Consumer Cyclical
1476.TW,"Eclat Textile Co., Ltd.",24.18,24.329,12.6,2.305,440.0,120721481728.0,Apparel Manufacturing,Consumer Cyclical
1477.TW,"Makalot Industrial Co., Ltd.",16.6,27.181998,7.7,0.911,306.5,75611709440.0,Apparel Manufacturing,Consumer Cyclical
1503.TW,Shihlin Electric & Engineering Corp.,5.8,8.7910004,19.6,0.722,146.5,76322398208.0,Electrical Equipment & Parts,Industrials
1504.TW,"TECO Electric & Machinery Co., Ltd.",2.73,7.437,-5.8999999999999995,1.477,49.0,103354720256.0,Specialty Industrial Machinery,Industrials
1506.TW,"Right Way Industrial Co.,Ltd",0.14,1.4489999999999998,-5.8999999999999995,2.318,13.3,3995173632.0,Auto Parts,Consumer Cyclical
1512.TW,"Jui Li Enterprise Co., Ltd.",-0.68,-9.340999,-1.0,0.586,6.98,685317312.0,Auto Parts,Consumer Cyclical
1513.TW,Chung-Hsin Electric and Machinery Manufacturing Corp.,7.33,20.612,18.9,0.649,131.0,64723693568.0,Specialty Industrial Machinery,Industrials
1514.TW,"Allis Electric Co.,Ltd.",3.0,15.295,-22.1,1.179,100.5,26671896576.0,Electrical Equipment & Parts,Industrials
1515.TW,"Rexon Industrial Corp.,Ltd",1.74,8.184,-63.9,0.929,31.0,5625662976.0,Specialty Industrial Machinery,Industrials
1516.TW,"Falcon Power Co., Ltd.",-6.13,4.4639999999999995,-24.2,84.632,14.35,574117696.0,Thermal Coal,Energy
1517.TW,Lee Chi Enterprises Company Ltd.,-0.42,-2.4430001,38.6,3.451,13.3,2969890048.0,Metal Fabrication,Industrials
1519.TW,"Fortune Electric Co., Ltd.",14.92,57.304,27.6,0.763,449.5,129080221696.0,Electrical Equipment & Parts,Industrials
1521.TW,"Ta Yih Industrial Co., Ltd.",1.15,4.802,-33.0,1.12,28.5,2172555008.0,Auto Parts,Consumer Cyclical
1522.TW,"TYC Brother Industrial Co., Ltd.",4.74,15.931999999999999,4.7,0.674,54.1,16876928000.0,Auto Parts,Consumer Cyclical
1524.TW,"Gordon Auto Body Parts Co., Ltd.",3.6,20.607,21.0,1.254,40.35,6670258176.0,Auto Parts,Consumer Cyclical
1525.TW,Kian Shen Corporation,4.11,6.183000000000001,3.3000000000000003,3.481,61.4,4506765824.0,Auto Parts,Consumer Cyclical
1526.TW,Sun Race Sturmey-Archer Corporation,-0.91,-3.979,23.799999999999997,1.214,23.35,1401000064.0,Auto Parts,Consumer Cyclical
1527.TW,Basso Industry Corp.,3.2,9.2489995,11.3,4.777,40.2,5570554880.0,Tools & Accessories,Industrials
1528.TW,Anderson Industrial Corporation,-0.81,-6.5,-9.3,0.777,14.75,2822132480.0,Specialty Industrial Machinery,Industrials
1529.TW,"Luxe Green Energy Technology Co., Ltd.",-0.13,-1.036,-13.700000000000001,1.007,24.25,3761053952.0,Electrical Equipment & Parts,Industrials
1530.TW,"Awea mechantronic co.,ltd",4.66,12.554000000000002,4.6,0.936,30.4,2936463616.0,Specialty Industrial Machinery,Industrials
1531.TW,"Kaulin Mfg. Co., Ltd.",0.46,2.311,24.3,5.673,13.4,2440247040.0,Specialty Industrial Machinery,Industrials
1532.TW,"China Metal Products Co., Ltd.",2.93,8.311,-34.300000000000004,0.443,29.0,12628630528.0,Metal Fabrication,Industrials
1533.TW,"Mobiletron Electronics Co.,Ltd.",-1.11,-7.580000000000001,48.5,0.762,35.35,3483636224.0,Auto Parts,Consumer Cyclical
1535.TW,China Ecotek Corporation,4.04,13.558,-0.5,1.195,57.5,7115222528.0,Pollution & Treatment Controls,Industrials
1536.TW,"Hota Industrial Mfg. Co., Ltd.",0.7,2.2030002,-23.1,0.608,63.1,17637586944.0,Auto Parts,Consumer Cyclical
1537.TW,"Kung Long Batteries Industrial Co.,Ltd",11.7,20.915001999999998,35.6,2.597,150.0,12309420032.0,Electrical Equipment & Parts,Industrials
1538.TW,"Jenn Feng Industrial Tools Co., Ltd.",-1.7,-27.027,4.5,2.113,25.5,823649984.0,Tools & Accessories,Industrials
1539.TW,"Chiu Ting Machinery Co., Ltd.",1.41,5.7290003,-32.1,1.689,20.5,1340084992.0,Specialty Industrial Machinery,Industrials
1540.TW,"Roundtop Machinery Industries Co., Ltd.",2.12,12.255,-63.1,3.928,32.0,2735168000.0,Specialty Industrial Machinery,Industrials
1541.TW,"CHANG TYPE Industrial Co., Ltd.",1.06,4.287,-32.2,1.474,26.45,2084260096.0,Tools & Accessories,Industrials
1558.TW,"Zeng Hsing Industrial Co., Ltd.",6.79,10.406,8.1,1.621,105.5,7019505664.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1560.TW,Kinik Company,6.89,15.281998999999999,15.0,2.142,215.5,31452225536.0,Tools & Accessories,Industrials
1563.TW,"SuperAlloy Industrial Co., Ltd.",3.29,8.609,-12.6,0.953,62.4,14306073600.0,Auto Parts,Consumer Cyclical
1568.TW,"Tsang Yow Industrial Co.,Ltd.",1.59,8.609,-15.7,1.902,26.75,2737782272.0,Auto Parts,Consumer Cyclical
1582.TW,Syncmold Enterprise Corp.,7.03,13.944999999999999,-0.3,1.996,93.8,13532432384.0,Electronic Components,Technology
1583.TW,Goodway Machine Corp.,11.31,19.143999,-22.400000000000002,1.269,59.5,6568800256.0,Specialty Industrial Machinery,Industrials
1587.TW,Cryomax Cooling System Corp.,-0.47,-2.27,10.2,0.615,30.1,2402151424.0,Auto Parts,Consumer Cyclical
1589.TW,"Yeong Guan Energy Technology Group Co., Ltd.",-6.8,-9.072,-4.7,0.704,34.45,4586535424.0,Metal Fabrication,Industrials
1590.TW,Airtac International Group,38.13,16.848,3.9,1.968,831.0,166200000512.0,Specialty Industrial Machinery,Industrials
1597.TW,"Chieftek Precision Co., Ltd.",1.07,3.9619997,6.7,1.83,80.0,6980960256.0,Electrical Equipment & Parts,Industrials
1598.TW,Dyaco International Inc.,-1.21,-4.202999999999999,-4.7,0.5,25.25,4022375424.0,Leisure,Consumer Cyclical
1603.TW,"China Wire & Cable Co., Ltd.",2.84,6.641,24.2,1.331,34.35,5456359936.0,Electronics & Computer Distribution,Technology
1604.TW,Sampo Corporation,2.09,9.203,17.2,0.549,28.0,10185503744.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1605.TW,Walsin Lihwa Corporation,0.69,1.722,7.7,0.539,23.0,92720594944.0,Steel,Basic Materials
1608.TW,"Hua Eng Wire & Cable Co., Ltd.",1.54,9.264,4.2,0.764,25.65,10880986112.0,Electrical Equipment & Parts,Industrials
1609.TW,"Ta Ya Electric Wire & Cable Co., Ltd.",2.07,11.652,8.4,0.755,39.2,30237861888.0,Electrical Equipment & Parts,Industrials
1611.TW,China Electric Mfg. Corporation,0.5,3.6290000000000004,-22.2,2.075,14.4,4647398400.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1612.TW,"Hong Tai Electric Industrial Co., Ltd.",2.37,10.586,-6.0,2.725,32.95,10414836736.0,Electrical Equipment & Parts,Industrials
1614.TW,"Taiwan Sanyo Electric Co.,Ltd.",0.83,3.852,8.6,1.721,39.3,10175988736.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1615.TW,Dah San Electric Wire & Cable Corp.,3.94,22.678,1.5,1.488,56.9,10657313792.0,Electrical Equipment & Parts,Industrials
1616.TW,Evertop Wire Cable Corporation,2.04,13.166,13.8,0.922,23.5,4453109248.0,Electrical Equipment & Parts,Industrials
1617.TW,"Jung Shing Wire Co., Ltd.",0.53,3.601,23.799999999999997,1.602,18.5,2919262976.0,Electronics & Computer Distribution,Technology
1618.TW,"Hold-Key Electric Wire & Cable Co., Ltd",3.69,12.870000000000001,3.9,1.303,42.35,8160505856.0,Electronics & Computer Distribution,Technology
1626.TW,Airmate (Cayman) International Co Limited,-1.05,-5.2789997,1.5,0.348,13.05,1955177088.0,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1699.TW,Taishin 1699 Money Market Fund,,,,,,,,
1702.TW,"Namchow Holdings Co., Ltd.",4.07,8.783000000000001,7.000000000000001,1.428,47.45,11771965440.0,Packaged Foods,Consumer Defensive
1707.TW,Grape King Bio Ltd,9.7,18.541000999999998,-1.4000000000000001,1.435,141.0,20887316480.0,Drug Manufacturers - Specialty & Generic,Healthcare
1708.TW,Sesoda Corporation,3.88,14.310998999999999,14.499999999999998,0.877,35.9,8939171840.0,Chemicals,Basic Materials
1709.TW,Formosan Union Chemical Corp.,1.53,8.329,-1.2,0.969,19.1,9111006208.0,Chemicals,Basic Materials
1710.TW,Oriental Union Chemical Corporation,0.02,-1.1829999,10.100000000000001,0.42,14.55,12760742912.0,Chemicals,Basic Materials
1711.TW,Everlight Chemical Industrial Corporation,0.44,2.9000001,4.5,1.032,18.5,10133411840.0,Specialty Chemicals,Basic Materials
1712.TW,Sinon Corporation,2.49,12.347,-3.5000000000000004,0.846,41.9,17618616320.0,Agricultural Inputs,Basic Materials
1713.TW,Cathay Chemical Works Inc.,10.19,19.490999000000002,46.0,2.464,51.9,7834408960.0,Specialty Chemicals,Basic Materials
1714.TW,Ho Tung Chemical Corp.,0.41,4.322,16.400000000000002,3.057,8.43,8486312960.0,Chemicals,Basic Materials
1717.TW,"Eternal Materials Co., Ltd.",1.55,6.914,4.7,1.327,27.8,32755904512.0,Specialty Chemicals,Basic Materials
1718.TW,China Man-Made Fiber Corporation,0.02,7.704999999999999,55.800000000000004,0.079,6.86,9203924992.0,Banks - Regional,Financial Services
1720.TW,Standard Chemical & Pharmaceutical Co. Ltd.,4.92,15.126000000000001,5.1,1.898,60.1,10739629056.0,Drug Manufacturers - Specialty & Generic,Healthcare
1721.TW,"Sunko Ink Co., Ltd.",-0.98,-9.024000000000001,-16.6,1.171,13.1,2421980416.0,Chemicals,Basic Materials
1722.TW,"Taiwan Fertilizer Co., Ltd.",2.0,3.56,2.7,3.544,50.7,49685999616.0,Agricultural Inputs,Basic Materials
1723.TW,China Steel Chemical Corporation,5.18,14.682001,-6.6000000000000005,1.895,94.6,21961390080.0,Chemicals,Basic Materials
1725.TW,"Yuan Jen Enterprises Co.,Ltd.",1.91,6.848,23.1,2.375,32.25,5864017408.0,Specialty Chemicals,Basic Materials
1726.TW,"Yung Chi Paint & Varnish Mfg.Co.,Ltd",5.27,8.538,5.2,3.567,75.6,12247199744.0,Specialty Chemicals,Basic Materials
1727.TW,"Chung Hwa Chemical Industrial Works, Ltd.",0.51,3.227,17.8,0.861,25.5,3173041408.0,Chemicals,Basic Materials
1730.TW,"Farcent Enterprise Co.,Ltd",3.95,13.850999999999999,-4.3999999999999995,3.052,55.1,3484193280.0,Household & Personal Products,Consumer Defensive
1731.TW,Maywufa Company Ltd.,1.3,8.361,11.700000000000001,1.983,22.55,2997233152.0,Drug Manufacturers - Specialty & Generic,Healthcare
1732.TW,Mao Bao Inc.,0.3,2.5999999,8.0,2.209,25.1,1065341888.0,Household & Personal Products,Consumer Defensive
1733.TW,Apex Biotechnology Corp.,1.27,7.074999999999999,10.7,1.996,33.15,3313349376.0,Biotechnology,Healthcare
1734.TW,"Sinphar Pharmaceutical Co.,Ltd.",1.68,8.2150005,14.099999999999998,1.279,31.1,5633454080.0,Biotechnology,Healthcare
1735.TW,"Evermore Chemical Industry Co., Ltd.",0.97,6.279,7.6,0.683,18.3,1818800384.0,Chemicals,Basic Materials
1736.TW,"Johnson Health Tech .Co., Ltd.",8.01,22.409001,36.6,0.778,197.0,59750100992.0,Leisure,Consumer Cyclical
1737.TW,"Taiyen Biotech Co., Ltd.",1.85,4.804,2.4,2.062,32.1,6419999744.0,Household & Personal Products,Consumer Defensive
1752.TW,"Nang Kuang Pharmaceutical Co., Ltd.",2.4,10.144,12.2,0.634,39.95,4034470656.0,Medical Instruments & Supplies,Healthcare
1760.TW,Panion & Bf Biotech Inc.,1.45,6.497,-1.2,0.933,73.5,6301816320.0,Biotechnology,Healthcare
1762.TW,"Chunghwa Chemical Synthesis & Biotech Co., Ltd.",0.94,1.5810000000000002,-37.1,1.011,30.4,2357824000.0,Biotechnology,Healthcare
1773.TW,"Shiny Chemical Industrial Co., Ltd.",7.19,19.523,13.3,0.536,133.0,33250000896.0,Chemicals,Basic Materials
1776.TW,Headway Advanced Materials Inc.,0.77,5.875,2.6,2.515,18.7,1124000896.0,Chemicals,Basic Materials
1783.TW,Maxigen Biotech Inc.,2.12,13.900000000000002,38.2,3.609,43.0,3834013440.0,Medical Instruments & Supplies,Healthcare
1786.TW,SciVision Biotech Inc.,3.3,13.751,25.6,2.907,108.0,7760308224.0,Medical Instruments & Supplies,Healthcare
