stock_code,name,current_price,ROE,EPS,年營收成長率,月營收成長率,market_cap,sector,industry,data_sources
2395.TW,研華,38.04,5.49,3.3,-23.68,-23.71,38041707117,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2409.TW,友達,67.19,8.92,0.81,-14.28,-16.84,67193992230,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
3008.TW,大立光,148.93,14.56,5.49,-4.57,-3.2,148926428767,Industrials,Optical Components,['REALISTIC_ESTIMATE']
2308.TW,台達電,121.86,6.62,1.97,2.13,1.42,121863448086,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2301.TW,光寶科,25.08,5.28,2.92,6.79,4.92,25076290334,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2379.TW,瑞昱,96.43,11.84,4.09,27.22,22.5,96430678250,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
3231.TW,緯創,145.87,13.56,6.0,-11.55,-11.88,145869830716,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2890.TW,永豐金,125.46,5.42,4.78,16.85,20.32,125462060184,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2892.TW,第一金,89.54,13.57,3.49,-11.37,-10.79,89540199296,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2883.TW,開發金,44.48,13.53,4.87,3.98,3.76,44478885370,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2885.TW,元大金,31.06,8.28,1.69,-17.38,-18.84,31063289534,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
5880.TW,合庫金,144.03,9.02,0.63,26.34,23.83,144026730849,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2887.TW,台新金,86.94,15.76,3.08,21.75,20.43,86939205195,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2880.TW,華南金,116.83,9.86,1.6,33.33,29.01,116832135083,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2888.TW,新光金,94.71,15.85,1.36,0.36,0.27,94705083725,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2889.TW,國票金,132.34,6.39,2.22,18.99,20.38,132344948602,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
6415.TW,矽力*-KY,60.65,5.97,4.77,2.08,3.95,60654068880,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2603.TW,長榮,153.47,16.99,2.82,-43.9,-39.85,153465249021,Transportation,Shipping,['REALISTIC_ESTIMATE']
2615.TW,萬海,126.18,5.72,6.02,-41.43,-35.1,126179880569,Transportation,Shipping,['REALISTIC_ESTIMATE']
2618.TW,長榮航,45.48,5.02,4.22,19.2,17.92,45481282927,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
2609.TW,陽明,121.22,5.16,-1.75,-47.32,-41.03,121221344694,Transportation,Shipping,['REALISTIC_ESTIMATE']
2610.TW,華航,46.6,14.81,5.07,-1.84,-0.46,46599805876,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1102.TW,亞泥,87.52,6.89,3.4,6.2,7.84,87522078493,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1101.TW,台泥,96.04,6.93,1.52,-19.56,-18.95,96040529119,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1104.TW,環泥,31.75,8.14,5.74,-22.14,-22.93,31746486084,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1108.TW,幸福,127.52,12.36,4.36,0.46,1.49,127518743932,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1109.TW,信大,126.97,6.3,0.65,1.06,1.27,126965369832,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1110.TW,東泥,128.04,6.49,4.88,0.81,0.96,128041079803,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1201.TW,味全,101.7,7.24,4.44,16.15,18.92,101701285158,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1203.TW,味王,52.41,11.89,2.67,13.44,13.12,52412040242,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1210.TW,大成,43.9,5.16,5.39,27.11,30.28,43901983145,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1213.TW,大飲,33.05,6.91,2.98,0.09,-1.44,33053313525,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1215.TW,卜蜂,30.85,7.04,1.7,3.38,4.61,30854618211,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1217.TW,愛之味,108.93,12.2,1.35,6.52,4.84,108934298494,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1218.TW,泰山,135.34,11.74,2.98,16.57,12.87,135337245690,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1219.TW,福壽,73.82,13.69,5.72,2.64,2.03,73819000900,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1220.TW,台榮,89.79,6.93,4.14,-5.75,-8.42,89794577221,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1221.TW,新永豐,56.04,17.05,1.9,4.94,6.34,56043002411,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1225.TW,福懋油,112.69,15.69,0.81,3.91,2.8,112694029224,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1227.TW,佳格,33.29,11.67,3.46,-16.79,-16.8,33293332106,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1229.TW,聯華,94.42,17.56,5.37,2.37,3.23,94418108141,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1231.TW,聯華食,141.45,14.99,1.1,6.21,5.21,141449336078,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1232.TW,大統益,83.28,8.41,2.93,-13.52,-14.41,83277438595,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1233.TW,天仁,59.1,12.91,1.07,11.4,10.78,59099646094,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1234.TW,黑松,132.59,6.25,0.74,-25.0,-27.55,132592975371,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1235.TW,興泰,71.89,9.68,4.0,-14.99,-16.41,71894275967,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1236.TW,宏亞,146.52,7.93,3.35,-14.13,-12.28,146519056045,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1256.TW,鮮活果汁-KY,144.21,14.02,0.91,23.42,26.82,144213399183,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1262.TW,綠意,137.72,13.05,2.55,7.14,5.75,137723204634,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1301.TW,台塑,113.34,5.18,2.7,-8.8,-9.12,113344209117,Basic Materials,Chemicals,['REALISTIC_ESTIMATE']
1303.TW,南亞,148.64,16.21,1.45,6.88,7.07,148638760513,Basic Materials,Manufacturing,['REALISTIC_ESTIMATE']
1304.TW,台聚,24.3,5.86,4.33,14.59,18.27,24295958527,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1305.TW,華夏,96.24,7.13,5.39,4.76,5.48,96240560942,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1307.TW,三芳,30.33,7.05,4.39,22.68,20.09,30329914285,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1308.TW,亞聚,120.51,17.28,4.03,-14.04,-11.93,120505520086,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1309.TW,台達化,98.48,6.47,4.13,-5.98,-5.27,98481272327,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1310.TW,台苯,85.04,13.27,4.79,-23.96,-21.14,85035256408,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1312.TW,國喬,127.69,7.34,1.51,-24.66,-23.03,127693878786,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1313.TW,聯成,51.34,7.55,5.42,-14.35,-13.87,51340835872,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1314.TW,中石化,62.03,12.93,5.54,24.41,26.07,62027924259,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1315.TW,達新,59.27,5.79,1.17,7.49,7.56,59268568974,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1316.TW,上曜,113.86,17.59,1.35,1.45,2.45,113857987391,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1319.TW,東陽,112.97,8.92,4.07,-18.39,-17.39,112966355761,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1321.TW,大洋,49.75,14.31,1.96,-18.67,-15.74,49746056601,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1323.TW,永裕,127.44,11.78,1.89,0.66,-1.0,127439286374,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1324.TW,地球,144.09,5.2,1.85,7.27,8.59,144089733462,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1325.TW,恆大,117.42,5.79,5.13,-13.68,-15.22,117418639220,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1326.TW,台化,88.94,10.43,3.21,-21.08,-20.32,88937249682,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1327.TW,佳大,60.84,7.72,3.0,-12.69,-15.62,60842240369,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1328.TW,加強,66.99,15.61,2.52,8.42,9.16,66993357634,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1329.TW,聯發,112.62,5.11,3.91,30.7,29.4,112622724104,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1331.TW,達新,121.35,6.04,1.74,1.56,1.16,121345742215,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1337.TW,再生-KY,38.3,9.05,5.0,9.6,5.98,38303903352,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1338.TW,廣華-KY,85.22,11.32,2.97,-1.16,0.39,85220068605,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1339.TW,昭輝,41.1,17.53,3.58,-19.79,-21.14,41102732531,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1340.TW,勝悅-KY,54.48,8.0,4.84,34.77,34.75,54481041946,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1341.TW,富林-KY,79.26,9.28,0.87,6.39,7.51,79258820826,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1342.TW,八貫,26.13,7.9,0.7,6.63,5.64,26130395688,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1402.TW,遠東新,88.25,12.32,0.77,-15.17,-15.95,88252799115,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1409.TW,新纖,111.41,12.11,4.42,32.45,30.6,111412755158,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1410.TW,南染,76.13,15.26,5.6,-0.34,0.29,76133811299,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1413.TW,宏洲,136.81,11.37,5.87,-0.4,-1.45,136810794848,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1414.TW,東和,62.46,5.89,4.71,-8.33,-10.67,62462596139,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1416.TW,廣豐,35.22,11.48,2.0,-3.1,-4.2,35220918794,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1417.TW,嘉裕,38.57,11.06,3.28,-1.89,-2.9,38569476111,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1418.TW,東華,58.84,14.37,4.55,-3.61,-5.06,58844624651,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1419.TW,新紡,36.94,15.52,3.88,-2.33,-2.95,36935889256,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1423.TW,利華,27.26,10.67,1.55,5.89,7.22,27261172571,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1432.TW,大魯閣,97.86,10.31,4.25,-1.82,-1.0,97862806214,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1434.TW,福懋,137.05,8.38,4.53,3.81,5.25,137045096452,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1435.TW,中福,44.8,14.06,3.51,-16.12,-14.78,44801715790,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1436.TW,華友聯,131.56,10.41,3.27,27.63,23.97,131556724969,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1437.TW,勤益控,148.77,12.36,3.0,5.73,6.8,148765204534,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1438.TW,裕豐,99.99,14.0,2.22,15.94,12.94,99989833481,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1439.TW,中和,144.51,9.45,3.86,24.18,20.77,144505755236,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1440.TW,南紡,24.45,8.32,4.25,-23.34,-25.06,24448349752,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1441.TW,大東,74.61,8.41,4.36,1.08,0.35,74608821024,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1442.TW,名軒,79.52,5.34,3.78,12.8,13.38,79517434240,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1443.TW,立益,107.28,13.8,4.31,17.73,14.61,107283165913,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1444.TW,力麗,91.9,8.76,2.39,31.56,28.12,91898139525,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1445.TW,大宇,48.61,15.52,4.2,8.76,4.47,48606963547,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1446.TW,宏和,144.94,16.36,2.28,-0.4,1.25,144940415566,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1447.TW,力鵬,39.47,13.62,3.63,-10.65,-10.76,39472759161,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1449.TW,佳和,96.0,8.85,3.48,19.2,16.42,96002092570,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1451.TW,年興,148.22,5.53,2.57,3.27,2.9,148223423886,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1452.TW,宏益,55.64,15.94,1.15,0.66,2.24,55644415937,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1453.TW,大將,134.98,11.43,3.55,18.97,17.91,134983417226,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1454.TW,台富,118.94,17.03,2.45,1.78,3.17,118938042075,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1455.TW,集盛,68.88,5.73,5.44,3.94,3.46,68880756075,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1456.TW,怡華,148.99,17.2,1.29,2.32,1.08,148994008001,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1457.TW,宜進,37.37,5.98,3.37,-15.95,-16.78,37366705051,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1459.TW,聯發,41.39,7.11,1.85,34.02,35.37,41386334695,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1460.TW,宏遠,21.05,5.68,4.5,-21.98,-20.08,21050623299,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1463.TW,強盛,79.74,5.73,1.32,-0.24,-0.65,79738947558,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1464.TW,得力,33.27,5.23,5.73,-9.91,-9.71,33271108019,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1465.TW,偉全,43.57,10.43,1.47,2.34,4.33,43571400359,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1466.TW,聚隆,122.2,17.46,2.5,-3.7,-6.44,122201951566,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1467.TW,南緯,83.45,16.18,4.12,2.02,2.0,83447173024,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1468.TW,昶和,28.35,8.38,5.84,-16.68,-15.52,28349232302,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1470.TW,大統新創,33.74,12.41,5.9,-18.41,-15.76,33741961334,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1471.TW,首利,82.16,7.38,3.68,-8.04,-9.63,82164992393,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1472.TW,三洋紡,101.72,15.75,3.84,3.27,3.06,101715818178,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1473.TW,台南,37.88,11.71,3.02,-13.28,-12.39,37875088644,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1474.TW,弘裕,93.51,8.15,3.25,30.57,35.02,93511053141,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1475.TW,本盟,113.14,14.25,3.69,14.32,12.17,113136167102,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1476.TW,儒鴻,21.14,11.21,2.66,26.07,22.09,21139120879,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1477.TW,聚陽,81.68,17.74,4.48,-3.34,-1.44,81682304972,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1504.TW,東元,30.76,6.79,2.93,27.6,26.17,30756652617,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1506.TW,正道,22.8,5.76,4.75,-16.31,-16.81,22795117814,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1507.TW,永大,137.83,6.84,2.13,7.4,6.04,137830465252,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1512.TW,瑞利,140.36,9.24,1.89,31.53,34.46,140355555298,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1513.TW,中興電,31.45,11.93,5.58,-9.0,-8.09,31448877761,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1514.TW,亞力,135.73,9.28,2.0,22.33,21.98,135726095141,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1515.TW,力山,74.73,5.62,3.8,33.19,28.56,74731142452,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1516.TW,川飛,62.35,8.02,3.73,25.78,25.02,62350049904,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1517.TW,利奇,42.58,7.76,1.14,1.94,1.78,42578047604,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1519.TW,華城,47.79,15.38,4.66,-18.69,-16.53,47793065520,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1521.TW,大億,141.51,10.41,4.79,-9.85,-10.39,141510981758,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1522.TW,堤維西,108.3,13.96,3.31,-1.54,-3.02,108300612671,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1524.TW,耿鼎,121.13,10.55,5.24,-23.48,-24.11,121132232125,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1525.TW,江申,96.9,13.97,4.07,-12.99,-12.21,96902747955,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1526.TW,日馳,139.65,9.82,4.97,7.6,7.96,139654489339,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1527.TW,鑽全,90.14,6.05,3.2,-15.74,-17.36,90138038107,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1528.TW,恩德,107.76,6.01,2.98,20.47,24.94,107755973735,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1529.TW,樂士,87.53,12.01,2.69,6.23,6.14,87527542233,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1530.TW,亞崴,142.59,8.3,0.91,-16.14,-18.46,142594203477,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1531.TW,高林股,41.12,8.78,5.41,0.47,1.93,41122177394,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1532.TW,勤美,138.78,17.1,3.13,-4.01,-1.66,138777120902,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1533.TW,車王電,108.95,11.68,4.01,9.24,12.66,108950255029,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1535.TW,中宇,99.02,16.07,5.49,18.24,20.26,99020729669,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1536.TW,和大,116.61,10.72,0.71,6.56,8.05,116606858389,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1537.TW,廣隆,115.53,13.44,4.06,4.82,3.76,115525410578,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1538.TW,正峰新,138.77,11.45,2.4,20.31,21.51,138773069159,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1539.TW,巨庭,92.84,10.3,2.33,3.34,3.14,92838836337,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1540.TW,喬福,92.49,7.88,0.88,27.58,27.97,92493371096,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1541.TW,錩泰,113.6,11.71,3.62,-23.35,-25.6,113602694453,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1560.TW,中砂,40.86,14.61,1.72,-1.6,-2.11,40863333180,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1568.TW,倉佑,131.1,5.91,5.67,1.59,2.44,131095829953,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1580.TW,新麥,102.6,13.71,3.7,-10.59,-10.81,102602591706,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1582.TW,信錦,122.17,9.73,2.54,12.64,16.43,122170365270,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1583.TW,程泰,60.45,16.25,4.4,-3.01,-5.13,60452843326,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1584.TW,精剛,32.91,14.37,4.79,28.49,25.19,32912276332,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1585.TW,鎧鉅,107.25,11.6,5.98,6.26,4.41,107252355834,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1586.TW,和勤,57.45,15.43,1.0,11.17,6.93,57449996090,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1587.TW,吉茂,108.63,16.95,5.23,21.55,23.25,108629498771,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1588.TW,永信建,88.74,17.24,3.03,-12.11,-12.77,88741332949,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1589.TW,永冠-KY,142.81,9.38,4.91,-20.89,-19.26,142809950616,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1590.TW,亞德客-KY,90.54,14.64,0.91,14.62,18.73,90540895570,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1592.TW,英瑞-KY,74.59,12.2,3.58,23.51,20.43,74593199081,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1598.TW,岱宇,131.98,17.34,5.72,22.62,26.84,131979189043,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1603.TW,華電,43.14,14.91,0.55,-19.57,-17.02,43135209681,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1604.TW,聲寶,110.11,6.24,5.44,25.01,26.57,110108339649,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1605.TW,華新,75.32,9.2,5.96,-17.71,-15.38,75315445939,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1608.TW,華榮,29.51,10.08,3.79,-22.29,-22.7,29512068958,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1609.TW,大亞,143.89,17.94,0.56,20.55,17.16,143894467744,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1611.TW,中電,110.68,12.49,2.58,-12.66,-12.1,110684991133,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1612.TW,宏泰,83.36,7.42,2.76,2.51,0.87,83362430969,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1614.TW,三洋電,115.2,15.27,4.32,32.89,28.09,115196741928,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1615.TW,大山,133.59,11.96,5.68,32.43,28.94,133589374896,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1616.TW,億泰,126.5,11.22,3.92,7.17,7.39,126501756498,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1617.TW,榮星,41.76,10.42,2.91,34.11,38.49,41760442285,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1618.TW,合機,78.83,15.53,0.92,4.3,3.83,78831225477,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1626.TW,艾美特-KY,62.48,9.16,4.77,1.16,2.1,62483885580,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1701.TW,中化,93.13,13.66,5.7,-21.13,-18.87,93131572855,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1702.TW,南僑,57.49,9.8,4.76,33.28,30.21,57489192231,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
1704.TW,榮化,126.14,16.64,2.29,-6.68,-7.88,126140900399,Industrials,Manufacturing,['REALISTIC_ESTIMATE']
