stock_code,name,current_price,ROE,EPS,年營收成長率,月營收成長率,market_cap,sector,industry,data_sources
1218.TW,泰山,22.1,15.0,1.24,12.48,11.96,22100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1219.TW,福壽,14.5,15.0,1.18,7.31,7.17,14500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1220.TW,台榮,13.4,18.0,0.78,0.03,0.02,13400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1225.TW,福懋油,29.65,18.0,2.58,6.94,7.0,29650000000,Industrials,Manufacturing,['TWSTOCK']
1229.TW,聯華,44.45,15.0,3.11,15.36,15.14,44450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1231.TW,聯華食,134.5,15.0,10.35,5.17,6.34,134500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1232.TW,大統益,151.5,12.0,13.66,8.34,9.73,151500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1233.TW,天仁,31.15,15.0,2.86,2.35,1.96,31150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1234.TW,黑松,41.05,12.0,2.89,9.84,7.01,41050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1235.TW,興泰,68.2,18.0,5.59,9.66,7.82,68200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1236.TW,宏亞,22.05,12.0,1.45,15.08,15.6,22050000000,Industrials,Manufacturing,['TWSTOCK']
1262.TW,綠悠遊,,15.0,1.79,10.89,8.97,246175808131,Industrials,Manufacturing,['ESTIMATED']
1264.TW,德麥,,15.0,2.94,8.07,8.42,672200305188,Industrials,Manufacturing,['ESTIMATED']
1301.TW,台塑,36.75,15.0,2.72,10.06,8.39,36750000000,Basic Materials,Chemicals,"['TWSTOCK', 'TWSE_API']"
1303.TW,南亞,29.4,15.0,2.27,17.43,13.0,29400000000,Basic Materials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1304.TW,台聚,9.5,18.0,0.6,7.73,9.39,9500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1305.TW,華夏,10.35,18.0,0.77,8.19,9.63,10350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1307.TW,三芳,36.7,18.0,3.11,4.49,5.04,36700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1308.TW,亞聚,11.9,18.0,1.15,9.48,10.39,11900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1309.TW,台達化,10.5,18.0,0.69,12.41,13.56,10500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1310.TW,台苯,7.96,18.0,0.46,0.2,0.15,7960000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1312.TW,國喬,9.83,18.0,0.56,1.79,1.92,9830000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1313.TW,聯成,8.0,18.0,0.56,3.72,3.16,8000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1314.TW,中石化,6.6,18.0,0.47,7.2,8.88,6600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1315.TW,達新,65.8,12.0,6.28,17.26,15.77,65800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1316.TW,上曜,14.0,18.0,0.87,6.63,6.86,14000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1319.TW,東陽,114.5,15.0,6.85,11.67,15.01,114500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1321.TW,大洋,36.2,15.0,2.84,10.95,13.88,36200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1323.TW,永裕,19.9,18.0,1.81,4.04,3.64,19900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1324.TW,地球,11.0,15.0,0.93,7.37,8.65,11000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1325.TW,恆大,31.95,18.0,2.36,3.67,3.07,31950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1326.TW,台化,25.05,15.0,1.55,8.62,9.86,25050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1337.TW,再生,5.34,18.0,0.43,4.72,4.67,5340000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1338.TW,廣華,24.5,15.0,1.8,4.08,4.03,24500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1339.TW,昭輝,49.1,18.0,2.93,14.04,10.63,49100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1340.TW,勝悅,6.69,18.0,0.39,12.4,15.21,6690000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1341.TW,富林,67.4,15.0,6.1,2.81,2.31,67400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1434.TW,福懋,15.5,15.0,1.09,9.66,9.77,15500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1436.TW,華友聯,115.5,18.0,8.35,6.42,7.13,115500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1437.TW,勤益控,32.25,15.0,2.12,0.48,0.41,32250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1438.TW,裕豐,37.65,18.0,2.63,9.74,8.2,37650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1439.TW,中和,30.4,12.0,2.93,10.04,12.97,30400000000,Industrials,Manufacturing,['TWSTOCK']
1440.TW,南紡,13.1,18.0,1.04,9.71,9.83,13100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1441.TW,大東,12.65,15.0,0.88,16.17,18.39,12650000000,Industrials,Manufacturing,['TWSTOCK']
1442.TW,名軒,78.1,15.0,4.56,15.43,16.64,78100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1443.TW,立益,30.25,12.0,1.73,1.9,1.77,30250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1444.TW,力麗,6.91,15.0,0.67,4.55,5.58,6910000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1445.TW,大宇,15.8,18.0,1.04,9.93,10.81,15800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1446.TW,宏和,25.3,18.0,2.19,13.49,13.92,25300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1447.TW,力鵬,6.17,15.0,0.45,17.66,18.98,6170000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1449.TW,佳和,12.0,18.0,0.78,0.66,0.63,12000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1451.TW,年興,19.1,18.0,1.29,1.39,1.42,19100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1452.TW,宏益,12.0,15.0,0.85,1.13,1.21,12000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1453.TW,大將,14.3,18.0,0.9,12.0,11.22,14300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1454.TW,台富,15.25,15.0,0.95,2.41,1.85,15250000000,Industrials,Manufacturing,['TWSTOCK']
1455.TW,集盛,8.78,15.0,0.49,17.86,20.09,8780000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1456.TW,怡華,13.1,18.0,0.97,13.98,17.38,13100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1457.TW,宜進,17.5,15.0,1.03,2.3,2.38,17500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1459.TW,聯發,11.3,15.0,1.03,1.4,1.13,11300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1460.TW,宏遠,6.77,15.0,0.47,8.96,9.29,6770000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1463.TW,強盛,19.7,18.0,1.15,10.25,10.55,19700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1464.TW,得力,12.85,18.0,1.24,1.45,1.6,12850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1465.TW,偉全,13.45,12.0,1.15,15.3,19.58,13450000000,Industrials,Manufacturing,['TWSTOCK']
1466.TW,聚隆,16.3,18.0,1.59,11.81,12.19,16300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1467.TW,南緯,8.03,18.0,0.69,13.47,15.2,8029999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1468.TW,昶和,14.3,15.0,1.29,12.49,10.19,14300000000,Industrials,Manufacturing,['TWSTOCK']
1469.TW,聯聚,,15.0,2.47,4.47,5.48,270180195735,Industrials,Manufacturing,['ESTIMATED']
1470.TW,大統新創,21.55,15.0,1.5,2.42,1.72,21550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1471.TW,首利,10.65,18.0,0.68,0.15,0.18,10650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1472.TW,三洋紡,93.4,18.0,8.58,1.18,1.16,93400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1473.TW,台南,26.9,18.0,1.87,9.66,10.21,26900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1474.TW,弘裕,12.6,15.0,1.15,11.91,13.66,12600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1475.TW,本盟,41.1,18.0,2.85,0.14,0.15,41100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1476.TW,儒鴻,415.0,18.0,38.24,13.79,10.09,415000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1477.TW,聚陽,238.5,18.0,15.11,1.96,2.26,238500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1503.TW,士電,181.5,18.0,10.81,8.39,10.04,181500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1504.TW,東元,52.8,15.0,3.0,7.88,7.78,52800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1506.TW,正道,11.85,15.0,0.95,14.82,16.42,11850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1507.TW,永大,,15.0,1.75,4.61,5.26,608279924624,Industrials,Manufacturing,['ESTIMATED']
1512.TW,瑞利,7.95,18.0,0.79,13.22,10.22,7950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1513.TW,中興電,160.5,18.0,9.48,3.12,2.57,160500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1514.TW,亞力,115.0,18.0,7.33,10.43,9.13,115000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1515.TW,力山,28.6,18.0,2.58,16.13,12.93,28600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1516.TW,川飛,17.65,18.0,1.59,14.56,16.46,17650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1517.TW,利奇,10.6,18.0,0.74,9.91,11.33,10600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1519.TW,華城,459.5,18.0,41.32,6.08,4.81,459500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1521.TW,大億,27.55,15.0,2.52,17.55,17.55,27550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1522.TW,堤維西,44.9,18.0,2.87,8.67,8.72,44900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1524.TW,耿鼎,28.75,18.0,1.81,10.09,10.66,28750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1525.TW,江申,62.0,12.0,6.14,7.65,9.89,62000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1526.TW,日馳,19.6,18.0,1.71,9.06,10.83,19600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1527.TW,鑽全,37.4,18.0,2.68,13.69,17.11,37400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1528.TW,恩德,12.8,18.0,1.21,11.43,9.99,12800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1529.TW,樂士,28.35,18.0,2.05,5.3,4.96,28350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1530.TW,亞崴,31.75,15.0,1.96,8.78,7.96,31750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1531.TW,高林股,11.9,15.0,1.18,7.09,4.98,11900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1532.TW,勤美,24.8,18.0,1.61,11.41,11.79,24800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1533.TW,車王電,29.7,18.0,1.78,2.07,2.05,29700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1535.TW,中宇,57.0,15.0,5.07,16.19,20.99,57000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1536.TW,和大,60.1,18.0,3.5,2.18,2.08,60100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1537.TW,廣隆,140.0,15.0,11.48,12.92,16.42,140000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1538.TW,正峰新,28.85,15.0,1.88,2.87,2.38,28850000000,Industrials,Manufacturing,['TWSTOCK']
1539.TW,巨庭,18.15,18.0,1.35,17.99,22.93,18150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1540.TW,喬友,30.0,18.0,1.78,6.5,6.55,30000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1541.TW,錩泰,31.2,18.0,2.22,4.25,3.49,31200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1558.TW,伸興,98.3,15.0,8.63,8.63,10.45,98300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1560.TW,中砂,281.5,18.0,20.08,9.33,9.58,281500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1568.TW,倉佑,23.2,18.0,1.33,12.42,15.05,23200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1582.TW,信錦,77.0,18.0,4.79,10.35,9.12,77000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1583.TW,程泰,57.2,18.0,4.54,7.41,7.91,57200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1587.TW,吉茂,30.0,18.0,1.93,5.64,5.11,30000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1589.TW,永冠,25.8,18.0,1.5,1.99,1.65,25800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1590.TW,亞德客,872.0,18.0,55.55,4.75,5.76,872000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1592.TW,英瑞,,15.0,3.93,14.16,11.48,738190544992,Industrials,Manufacturing,['ESTIMATED']
1593.TW,祺驊,,15.0,3.46,1.69,2.0,323960564270,Industrials,Manufacturing,['ESTIMATED']
1598.TW,岱宇,23.4,18.0,1.6,12.06,10.33,23400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1603.TW,華電,38.0,18.0,2.62,8.11,10.19,38000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1604.TW,聲寶,25.7,12.0,1.49,9.79,7.4,25700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1605.TW,華新,21.15,18.0,1.33,16.54,14.48,21150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1608.TW,華榮,25.2,18.0,1.56,1.17,0.86,25200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1609.TW,大亞,38.25,18.0,2.4,12.99,10.39,38250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1611.TW,中電,13.05,18.0,0.91,14.38,11.21,13050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1612.TW,宏泰,36.8,18.0,2.44,6.57,7.27,36800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1614.TW,三洋電,39.8,12.0,2.42,15.75,16.45,39800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1615.TW,大山,50.8,15.0,3.47,15.95,14.07,50800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1616.TW,億泰,34.1,18.0,2.74,3.77,3.78,34100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1617.TW,榮星,16.5,18.0,1.59,4.55,5.56,16500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1701.TW,中化,,15.0,3.39,16.87,17.17,723947984915,Industrials,Manufacturing,['ESTIMATED']
1702.TW,南僑,41.9,15.0,2.35,14.63,15.91,41900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1707.TW,葡萄王,131.0,12.0,8.6,15.63,18.17,131000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1708.TW,東鹼,31.9,18.0,2.06,16.55,13.1,31900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1709.TW,和益,17.65,18.0,1.58,16.31,18.46,17650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1710.TW,東聯,12.2,18.0,1.18,17.48,14.24,12200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1711.TW,永光,16.4,18.0,1.02,11.16,9.41,16399999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1712.TW,興農,41.95,15.0,4.04,3.16,3.22,41950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1713.TW,國化,54.9,15.0,3.67,3.2,2.51,54900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1714.TW,和桐,7.77,15.0,0.55,0.51,0.46,7770000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1717.TW,長興,25.4,15.0,1.73,10.61,12.82,25400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1718.TW,中纖,6.14,18.0,0.41,4.58,5.89,6140000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1720.TW,生達,57.7,15.0,5.0,13.88,13.91,57700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1721.TW,三晃,11.55,18.0,0.7,0.99,1.02,11550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1722.TW,台肥,53.4,15.0,3.45,14.34,14.76,53400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1723.TW,中碳,90.0,12.0,8.08,3.33,3.8,90000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1724.TW,台硝,,15.0,2.79,16.85,14.38,147602637845,Industrials,Manufacturing,['ESTIMATED']
1725.TW,元禎,29.65,18.0,2.88,8.89,7.85,29650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1726.TW,永記,77.0,12.0,7.59,15.83,19.48,77000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1727.TW,中華化,22.25,18.0,1.57,7.79,7.85,22250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1730.TW,花仙子,55.9,12.0,3.11,11.81,13.6,55900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1731.TW,美吾華,22.95,15.0,1.56,2.55,2.23,22950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1732.TW,毛寶,27.6,18.0,2.22,13.8,17.69,27600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1733.TW,五鼎,28.85,15.0,1.83,6.81,6.44,28850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1734.TW,杏輝,32.65,15.0,1.97,16.38,18.96,32650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1735.TW,日勝化,16.5,18.0,1.0,4.89,5.63,16500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1736.TW,喬山,142.0,18.0,7.89,17.88,15.85,142000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1737.TW,臺鹽,32.9,12.0,2.21,15.97,13.0,32900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1760.TW,寶齡富錦,75.0,18.0,4.8,7.7,9.1,75000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1762.TW,中化生,27.8,18.0,2.25,6.27,7.95,27800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1773.TW,勝一,122.0,18.0,6.88,4.84,6.02,122000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1776.TW,展宇,17.1,15.0,1.45,6.27,7.33,17100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1777.TW,生泰,,15.0,2.7,12.92,10.95,180368770174,Industrials,Manufacturing,['ESTIMATED']
1783.TW,和康生,45.2,18.0,2.66,3.31,4.25,45200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1786.TW,科妍,91.5,18.0,7.87,0.2,0.16,91500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1789.TW,神隆,17.05,18.0,1.08,8.02,6.28,17050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1795.TW,美時,218.5,18.0,17.77,9.34,9.68,218500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2002.TW,中鋼,19.2,15.0,1.42,4.69,4.09,19200000000,Basic Materials,Steel,"['TWSTOCK', 'TWSE_API']"
2006.TW,東和鋼鐵,64.5,15.0,5.31,10.24,12.65,64500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2007.TW,燁興,7.63,18.0,0.66,8.51,8.11,7630000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2008.TW,高興昌,24.05,15.0,1.35,13.75,13.53,24050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2009.TW,第一銅,33.0,18.0,3.15,8.91,7.15,33000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2010.TW,春源,19.35,15.0,1.9,13.39,14.84,19350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2012.TW,春雨,20.05,18.0,1.82,0.03,0.03,20050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2013.TW,中鋼構,42.3,15.0,2.47,5.03,4.23,42300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2014.TW,中鴻,14.65,18.0,0.94,7.56,7.72,14650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2015.TW,豐興,63.5,18.0,3.63,4.58,4.23,63500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2017.TW,官田鋼,9.89,18.0,0.6,3.44,4.02,9890000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2020.TW,美亞,23.75,18.0,2.18,5.24,5.38,23750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2022.TW,聚亨,7.99,18.0,0.45,17.09,18.55,7990000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2023.TW,燁輝,15.25,15.0,0.86,12.93,10.01,15250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2024.TW,志聯,17.2,15.0,1.07,0.72,0.8,17200000000,Industrials,Manufacturing,['TWSTOCK']
2025.TW,千興,14.7,18.0,1.05,11.81,11.29,14700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2027.TW,大成鋼,34.6,18.0,2.48,8.7,11.07,34600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2028.TW,威致,17.0,18.0,1.1,11.01,9.03,17000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2029.TW,盛餘,23.0,15.0,2.15,5.27,4.79,23000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2030.TW,彰源,14.75,18.0,0.94,13.58,16.13,14750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2031.TW,新光鋼,40.9,18.0,2.71,12.55,14.42,40900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2032.TW,新鋼,14.35,18.0,1.1,14.08,13.46,14350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2033.TW,佳大,17.7,18.0,1.11,9.35,9.34,17700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2034.TW,允強,20.7,18.0,1.16,3.73,3.51,20700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2038.TW,海光,15.2,18.0,1.24,1.87,2.39,15200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2049.TW,上銀,216.0,18.0,15.2,12.49,10.04,216000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2059.TW,川湖,2165.0,18.0,133.17,5.09,3.64,2165000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2069.TW,運錩,15.5,18.0,0.92,2.64,2.49,15500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2101.TW,南港,35.5,18.0,3.07,0.71,0.78,35500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
