stock_code,code,name,sector,industry,market,crawl_time,data_sources,current_price,volume,roe,eps,revenue_growth_annual,revenue_growth_monthly,pe_ratio,market_cap,dividend_yield,data_quality
1310.TW,1310,台苯,Basic Materials,Others,上市,2025-05-27T23:44:58.389494,"[{'source': 'TWSE_API', 'price': 8.89, 'volume': 486676, 'success': True}]",145.0,486676.0,7.79,8.38,27.62,2.01,17.3,3713710264.0,5.96,Real + Estimated
1312.TW,1312,國喬,Basic Materials,Others,上市,2025-05-27T23:45:04.427314,"[{'source': 'TWSE_API', 'price': 10.5, 'volume': 2262638, 'success': True}]",76.1,2262638.0,18.64,8.69,24.34,0.65,8.76,929715520.0,1.23,Real + Estimated
1313.TW,1313,聯成,Basic Materials,Others,上市,2025-05-27T23:45:10.504709,"[{'source': 'TWSE_API', 'price': 8.32, 'volume': 937636, 'success': True}]",149.0,937636.0,5.47,13.06,27.05,1.07,11.41,3713221706.0,1.67,Real + Estimated
1314.TW,1314,中石化,Basic Materials,Others,上市,2025-05-27T23:45:16.596926,"[{'source': 'TWSE_API', 'price': 7.04, 'volume': 10947466, 'success': True}]",104.3,10947466.0,18.26,12.8,-2.35,1.69,8.15,3081307505.0,2.62,Real + Estimated
1315.TW,1315,達新,Basic Materials,Others,上市,2025-05-27T23:45:22.645382,"[{'source': 'TWSE_API', 'price': 66.5, 'volume': 12220, 'success': True}]",44.4,12220.0,17.67,5.11,29.1,4.42,8.69,639829287.0,4.26,Real + Estimated
1316.TW,1316,上曜,Basic Materials,Others,上市,2025-05-27T23:45:28.683914,"[{'source': 'TWSE_API', 'price': 14.85, 'volume': 5936248, 'success': True}]",39.1,5936248.0,17.98,8.97,7.81,0.19,4.36,1250361087.0,3.57,Real + Estimated
1319.TW,1319,東陽,Basic Materials,Others,上市,2025-05-27T23:46:34.725567,"[{'source': 'TWSE_API', 'price': 132.5, 'volume': 1815469, 'success': True}]",101.1,1815469.0,6.02,8.29,7.82,2.58,12.2,2500876092.0,0.52,Real + Estimated
1321.TW,1321,大洋,Basic Materials,Others,上市,2025-05-27T23:46:40.771926,"[{'source': 'TWSE_API', 'price': 37.1, 'volume': 184230, 'success': True}]",48.9,184230.0,6.68,9.24,1.21,0.03,5.29,2062335648.0,2.09,Real + Estimated
1323.TW,1323,永裕,Basic Materials,Others,上市,2025-05-27T23:46:46.809694,"[{'source': 'TWSE_API', 'price': 20.7, 'volume': 16246, 'success': True}]",46.0,16246.0,9.41,8.15,18.21,1.35,5.64,792234636.0,1.18,Real + Estimated
1324.TW,1324,地球,Basic Materials,Others,上市,2025-05-27T23:46:52.857800,"[{'source': 'TWSE_API', 'price': 11.45, 'volume': 56478, 'success': True}]",148.8,56478.0,16.23,8.12,5.45,2.13,18.33,4955471864.0,0.45,Real + Estimated
1325.TW,1325,恆大,Basic Materials,Others,上市,2025-05-27T23:46:58.905361,"[{'source': 'TWSE_API', 'price': 32.85, 'volume': 1853541, 'success': True}]",125.2,1853541.0,11.41,2.69,8.28,1.1,46.54,1400413183.0,2.64,Real + Estimated
1326.TW,1326,台化,Basic Materials,Others,上市,2025-05-27T23:47:04.947458,"[{'source': 'TWSE_API', 'price': 24.3, 'volume': 10110421, 'success': True}]",127.1,10110421.0,7.82,12.15,-6.79,0.98,10.46,3830787284.0,5.12,Real + Estimated
1337.TW,1337,再生,Basic Materials,Others,上市,2025-05-27T23:47:10.995673,"[{'source': 'TWSE_API', 'price': 6.31, 'volume': 255061, 'success': True}]",54.1,255061.0,7.38,5.62,7.06,-0.13,9.63,1404858075.0,1.57,Real + Estimated
1338.TW,1338,廣華,Basic Materials,Others,上市,2025-05-27T23:47:17.036770,"[{'source': 'TWSE_API', 'price': 24.55, 'volume': 38029, 'success': True}]",99.1,38029.0,19.64,2.52,24.73,1.6,39.33,2031113543.0,1.72,Real + Estimated
1339.TW,1339,昭輝,Basic Materials,Others,上市,2025-05-27T23:47:23.075950,"[{'source': 'TWSE_API', 'price': 51.8, 'volume': 24197, 'success': True}]",57.5,24197.0,8.46,13.73,-1.69,-1.29,4.19,754054162.0,0.48,Real + Estimated
1340.TW,1340,勝悅,Basic Materials,Others,上市,2025-05-27T23:47:29.116629,"[{'source': 'TWSE_API', 'price': 7.21, 'volume': 110482, 'success': True}]",144.7,110482.0,16.68,3.57,17.54,0.76,40.53,5167067780.0,4.24,Real + Estimated
1341.TW,1341,富林,Basic Materials,Others,上市,2025-05-27T23:48:35.179642,"[{'source': 'TWSE_API', 'price': 66.9, 'volume': 3273, 'success': True}]",85.3,3273.0,18.26,13.13,-1.68,1.13,6.5,987906128.0,5.53,Real + Estimated
1434.TW,1434,福懋,Consumer Goods,Others,上市,2025-05-27T23:48:41.234600,"[{'source': 'TWSE_API', 'price': 16.7, 'volume': 1331772, 'success': True}]",93.4,1331772.0,14.65,4.58,0.83,0.17,20.39,939170475.0,2.96,Real + Estimated
1436.TW,1436,華友聯,Consumer Goods,Others,上市,2025-05-27T23:48:47.283602,"[{'source': 'TWSE_API', 'price': 120.5, 'volume': 318291, 'success': True}]",133.4,318291.0,8.24,15.65,16.81,0.38,8.52,5772553499.0,2.51,Real + Estimated
1437.TW,1437,勤益控,Consumer Goods,Others,上市,2025-05-27T23:48:53.333670,"[{'source': 'TWSE_API', 'price': 32.95, 'volume': 75068, 'success': True}]",110.8,75068.0,15.15,13.88,15.53,0.78,7.98,179377541.0,5.32,Real + Estimated
1438.TW,1438,裕豐,Consumer Goods,Others,上市,2025-05-27T23:48:59.380880,"[{'source': 'TWSE_API', 'price': 43.45, 'volume': 19566, 'success': True}]",115.8,19566.0,18.49,7.08,3.83,-1.36,16.36,901242390.0,3.26,Real + Estimated
1439.TW,1439,中和,Consumer Goods,Others,上市,2025-05-27T23:49:05.435840,"[{'source': 'TWSE_API', 'price': 31.25, 'volume': 14001, 'success': True}]",76.6,14001.0,20.98,2.66,3.49,0.06,28.8,3369527587.0,2.21,Real + Estimated
1440.TW,1440,南紡,Consumer Goods,Others,上市,2025-05-27T23:49:11.492490,"[{'source': 'TWSE_API', 'price': 14.35, 'volume': 7575495, 'success': True}]",133.4,7575495.0,8.54,12.58,2.94,0.1,10.6,897495857.0,0.2,Real + Estimated
1441.TW,1441,大東,Consumer Goods,Others,上市,2025-05-27T23:49:17.538338,"[{'source': 'TWSE_API', 'price': 13.3, 'volume': 7093, 'success': True}]",106.9,7093.0,8.17,2.45,11.26,0.7,43.63,5109086166.0,3.55,Real + Estimated
1442.TW,1442,名軒,Consumer Goods,Others,上市,2025-05-27T23:49:23.586539,"[{'source': 'TWSE_API', 'price': 70.1, 'volume': 567919, 'success': True}]",84.8,567919.0,20.69,8.49,34.57,1.56,9.99,2316689797.0,2.52,Real + Estimated
1443.TW,1443,立益,Consumer Goods,Others,上市,2025-05-27T23:49:29.644253,"[{'source': 'TWSE_API', 'price': 30.85, 'volume': 12043, 'success': True}]",139.1,12043.0,8.12,15.88,23.92,3.01,8.76,6918344726.0,0.89,Real + Estimated
1444.TW,1444,力麗,Consumer Goods,Others,上市,2025-05-27T23:50:35.705899,"[{'source': 'TWSE_API', 'price': 7.08, 'volume': 597712, 'success': True}]",71.8,597712.0,19.39,10.86,17.22,-0.47,6.61,772863582.0,1.19,Real + Estimated
1445.TW,1445,大宇,Consumer Goods,Others,上市,2025-05-27T23:50:41.762467,"[{'source': 'TWSE_API', 'price': 15.95, 'volume': 212810, 'success': True}]",110.3,212810.0,9.72,17.58,24.71,2.36,6.27,1318456535.0,3.57,Real + Estimated
1446.TW,1446,宏和,Consumer Goods,Others,上市,2025-05-27T23:50:47.819463,"[{'source': 'TWSE_API', 'price': 26.95, 'volume': 297944, 'success': True}]",26.4,297944.0,11.48,5.41,20.57,2.37,4.88,689830494.0,5.73,Real + Estimated
1447.TW,1447,力鵬,Consumer Goods,Others,上市,2025-05-27T23:50:53.877879,"[{'source': 'TWSE_API', 'price': 6.32, 'volume': 310703, 'success': True}]",106.1,310703.0,18.48,14.65,12.27,0.45,7.24,206935785.0,1.82,Real + Estimated
1449.TW,1449,佳和,Consumer Goods,Others,上市,2025-05-27T23:50:59.939069,"[{'source': 'TWSE_API', 'success': False}, {'source': 'Alternative_API', 'success': True, 'data': '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n{""msgArray"":[{""@"":""1449.tw"",""tv"":""60"",""ps"":""60"",""pid"":""9.tse.tw|10831"",""pz"":""13'}]",190.2,,13.21,12.03,0.35,-0.23,15.81,2145494921.0,5.96,Real + Estimated
1451.TW,1451,年興,Consumer Goods,Others,上市,2025-05-27T23:51:06.354407,"[{'source': 'TWSE_API', 'price': 19.75, 'volume': 123094, 'success': True}]",30.0,123094.0,15.12,16.64,-2.2,0.91,1.8,1471193786.0,2.5,Real + Estimated
1452.TW,1452,宏益,Consumer Goods,Others,上市,2025-05-27T23:51:12.412068,"[{'source': 'TWSE_API', 'price': 12.55, 'volume': 20438, 'success': True}]",85.0,20438.0,12.13,3.47,-3.21,1.66,24.5,2264271438.0,3.95,Real + Estimated
1453.TW,1453,大將,Consumer Goods,Others,上市,2025-05-27T23:51:18.467267,"[{'source': 'TWSE_API', 'price': 15.35, 'volume': 163776, 'success': True}]",145.9,163776.0,15.69,6.39,28.56,1.73,22.83,4684741267.0,2.47,Real + Estimated
1454.TW,1454,台富,Consumer Goods,Others,上市,2025-05-27T23:51:24.523053,"[{'source': 'TWSE_API', 'price': 16.15, 'volume': 51439, 'success': True}]",181.8,51439.0,9.25,12.26,26.71,3.22,14.83,7127523420.0,4.15,Real + Estimated
1455.TW,1455,集盛,Consumer Goods,Others,上市,2025-05-27T23:51:30.582047,"[{'source': 'TWSE_API', 'price': 9.57, 'volume': 176926, 'success': True}]",28.2,176926.0,9.63,17.46,17.77,3.47,1.62,647525651.0,2.37,Real + Estimated
1456.TW,1456,怡華,Consumer Goods,Others,上市,2025-05-27T23:52:36.643940,"[{'source': 'TWSE_API', 'price': 13.8, 'volume': 84065, 'success': True}]",28.6,84065.0,13.52,13.99,31.04,2.5,2.04,704978466.0,2.02,Real + Estimated
1457.TW,1457,宜進,Consumer Goods,Others,上市,2025-05-27T23:52:42.698813,"[{'source': 'TWSE_API', 'price': 17.95, 'volume': 188868, 'success': True}]",155.2,188868.0,14.18,9.63,5.96,-0.41,16.12,7516246265.0,2.5,Real + Estimated
1459.TW,1459,聯發,Consumer Goods,Others,上市,2025-05-27T23:52:48.753000,"[{'source': 'TWSE_API', 'price': 11.8, 'volume': 116089, 'success': True}]",162.7,116089.0,19.37,16.84,5.27,-0.86,9.66,2214843019.0,1.8,Real + Estimated
1460.TW,1460,宏遠,Consumer Goods,Others,上市,2025-05-27T23:52:54.813122,"[{'source': 'TWSE_API', 'price': 7.14, 'volume': 1254588, 'success': True}]",123.9,1254588.0,10.95,9.78,1.82,1.99,12.67,3194262002.0,2.6,Real + Estimated
1463.TW,1463,強盛,Consumer Goods,Others,上市,2025-05-27T23:53:00.862477,"[{'source': 'TWSE_API', 'price': 22.55, 'volume': 807141, 'success': True}]",29.3,807141.0,10.19,5.32,23.81,0.1,5.51,771995106.0,1.91,Real + Estimated
1464.TW,1464,得力,Consumer Goods,Others,上市,2025-05-27T23:53:06.920363,"[{'source': 'TWSE_API', 'price': 13.75, 'volume': 631748, 'success': True}]",145.7,631748.0,18.17,11.29,22.07,3.53,12.91,1875301581.0,0.62,Real + Estimated
1465.TW,1465,偉全,Consumer Goods,Others,上市,2025-05-27T23:53:12.970413,"[{'source': 'TWSE_API', 'price': 13.5, 'volume': 20025, 'success': True}]",35.5,20025.0,10.73,9.63,-9.34,0.48,3.69,1249251635.0,1.9,Real + Estimated
1466.TW,1466,聚隆,Consumer Goods,Others,上市,2025-05-27T23:53:19.014705,"[{'source': 'TWSE_API', 'price': 17.85, 'volume': 632625, 'success': True}]",94.0,632625.0,9.63,15.11,-8.92,0.01,6.22,1131928576.0,1.82,Real + Estimated
1467.TW,1467,南緯,Consumer Goods,Others,上市,2025-05-27T23:53:25.068858,"[{'source': 'TWSE_API', 'price': 8.6, 'volume': 128758, 'success': True}]",43.5,128758.0,12.77,15.51,20.6,3.13,2.8,837147427.0,4.76,Real + Estimated
1468.TW,1468,昶和,Consumer Goods,Others,上市,2025-05-27T23:53:31.114408,"[{'source': 'TWSE_API', 'price': 14.1, 'volume': 36421, 'success': True}]",30.2,36421.0,14.03,11.78,25.15,3.39,2.56,1003903174.0,4.71,Real + Estimated
1469.TW,1469,聯聚,Consumer Goods,Others,上市,2025-05-27T23:54:37.170879,"[{'source': 'TWSE_API', 'success': False}, {'source': 'Alternative_API', 'success': True, 'data': '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n{""msgArray"":[{""tv"":""-"",""s"":""-"",""c"":"""",""z"":""-""}],""referer"":"""",""userDelay"":5000,""'}]",66.4,,17.96,18.04,6.06,2.4,3.68,966085954.0,4.27,Real + Estimated
1470.TW,1470,大統新創,Consumer Goods,Others,上市,2025-05-27T23:54:43.606188,"[{'source': 'TWSE_API', 'price': 25.5, 'volume': 10358, 'success': True}]",197.5,10358.0,21.43,18.1,34.81,3.57,10.91,8611756844.0,4.99,Real + Estimated
1471.TW,1471,首利,Consumer Goods,Others,上市,2025-05-27T23:54:49.659923,"[{'source': 'TWSE_API', 'price': 11.1, 'volume': 257343, 'success': True}]",116.4,257343.0,13.29,9.24,-6.95,-1.55,12.6,1481017433.0,3.88,Real + Estimated
1472.TW,1472,三洋紡,Consumer Goods,Others,上市,2025-05-27T23:54:55.707866,"[{'source': 'TWSE_API', 'price': 101.0, 'volume': 69609, 'success': True}]",179.7,69609.0,11.14,12.59,-2.21,1.37,14.27,3586095454.0,4.47,Real + Estimated
1473.TW,1473,台南,Consumer Goods,Others,上市,2025-05-27T23:55:01.757695,"[{'source': 'TWSE_API', 'price': 30.0, 'volume': 200410, 'success': True}]",171.4,200410.0,10.87,12.42,8.23,0.93,13.8,2167804928.0,2.2,Real + Estimated
1474.TW,1474,弘裕,Consumer Goods,Others,上市,2025-05-27T23:55:07.808780,"[{'source': 'TWSE_API', 'price': 13.35, 'volume': 99573, 'success': True}]",186.6,99573.0,12.93,17.48,25.88,0.61,10.68,4935583038.0,0.18,Real + Estimated
1475.TW,1475,本盟,Consumer Goods,Others,上市,2025-05-27T23:55:13.858753,"[{'source': 'TWSE_API', 'price': 45.15, 'volume': 61161, 'success': True}]",66.9,61161.0,10.44,2.04,25.61,0.92,32.79,1658527025.0,2.37,Real + Estimated
1476.TW,1476,儒鴻,Consumer Goods,Others,上市,2025-05-27T23:55:19.906203,"[{'source': 'TWSE_API', 'price': 410.5, 'volume': 612798, 'success': True}]",114.6,612798.0,9.27,12.06,6.68,2.06,9.5,3703117808.0,3.75,Real + Estimated
1477.TW,1477,聚陽,Consumer Goods,Others,上市,2025-05-27T23:55:25.961391,"[{'source': 'TWSE_API', 'price': 266.0, 'volume': 1224458, 'success': True}]",81.2,1224458.0,14.9,15.53,30.27,2.14,5.23,2621698751.0,1.02,Real + Estimated
1503.TW,1503,士電,Industrials,Others,上市,2025-05-27T23:55:32.010608,"[{'source': 'TWSE_API', 'price': 183.0, 'volume': 9445502, 'success': True}]",96.2,9445502.0,19.55,13.88,26.36,0.74,6.93,3617079512.0,3.05,Real + Estimated
1504.TW,1504,東元,Industrials,Others,上市,2025-05-27T23:56:38.079557,"[{'source': 'TWSE_API', 'price': 52.2, 'volume': 2647779, 'success': True}]",237.0,2647779.0,17.74,10.56,-3.51,0.34,22.44,9077262612.0,2.21,Real + Estimated
1506.TW,1506,正道,Industrials,Others,上市,2025-05-27T23:56:44.133174,"[{'source': 'TWSE_API', 'price': 12.0, 'volume': 123803, 'success': True}]",183.1,123803.0,8.62,17.78,1.14,2.08,10.3,5427435983.0,4.22,Real + Estimated
1507.TW,1507,永大,Industrials,Others,上市,2025-05-27T23:56:50.199175,"[{'source': 'TWSE_API', 'success': False}, {'source': 'Alternative_API', 'success': True, 'data': '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n{""msgArray"":[{""tv"":""-"",""s"":""-"",""c"":"""",""z"":""-""}],""referer"":"""",""userDelay"":5000,""'}]",49.8,,18.08,15.18,16.87,1.38,3.28,2164934714.0,5.43,Real + Estimated
1512.TW,1512,瑞利,Industrials,Others,上市,2025-05-27T23:56:56.639219,"[{'source': 'TWSE_API', 'price': 8.62, 'volume': 102614, 'success': True}]",44.5,102614.0,19.01,6.81,24.89,1.84,6.53,679243316.0,5.03,Real + Estimated
1513.TW,1513,中興電,Industrials,Others,上市,2025-05-27T23:57:03.095675,"[{'source': 'TWSE_API', 'price': 151.0, 'volume': 7742526, 'success': True}]",43.1,7742526.0,10.11,7.83,22.3,3.54,5.5,682092318.0,4.72,Real + Estimated
1514.TW,1514,亞力,Industrials,Others,上市,2025-05-27T23:57:09.145181,"[{'source': 'TWSE_API', 'price': 108.0, 'volume': 4175858, 'success': True}]",235.3,4175858.0,7.05,3.36,7.07,-1.11,70.03,3913338920.0,1.69,Real + Estimated
1515.TW,1515,力山,Industrials,Others,上市,2025-05-27T23:57:15.194485,"[{'source': 'TWSE_API', 'price': 30.95, 'volume': 422816, 'success': True}]",243.2,422816.0,15.7,14.01,13.1,1.24,17.36,1129956573.0,0.99,Real + Estimated
1516.TW,1516,川飛,Industrials,Others,上市,2025-05-27T23:57:21.249529,"[{'source': 'TWSE_API', 'price': 22.0, 'volume': 881299, 'success': True}]",186.5,881299.0,17.41,17.16,23.71,3.46,10.87,2858918489.0,3.0,Real + Estimated
1517.TW,1517,利奇,Industrials,Others,上市,2025-05-27T23:57:27.298452,"[{'source': 'TWSE_API', 'price': 11.35, 'volume': 61648, 'success': True}]",32.0,61648.0,18.32,16.66,17.47,1.52,1.92,103248324.0,0.11,Real + Estimated
