股票代碼,股票名稱,EPS,ROE,營收成長率,速動比率,現價,市值,產業,部門
1410.TW,"Nan Yang Dyeing & Finishing Co.,Ltd",0.43,3.274,8.7,18.636,37.6,2368800000,Textile Manufacturing,Consumer Cyclical
1413.TW,"Hung Chou Fiber Ind. Co., Ltd",-0.16,-2.0140000000000002,-3.8,0.536,11.9,1572132736,Textile Manufacturing,Consumer Cyclical
1414.TW,"Tung Ho Textile Co., Ltd.",0.16,1.0720001,-4.8,1.293,19.75,4344999936,Textile Manufacturing,Consumer Cyclical
1416.TW,Kwong Fong Industries Corporation,0.76,3.8609999999999998,3.9,0.896,12.65,2344576256,Information Technology Services,Technology
1417.TW,Carnival Industrial Corporation,-0.85,-6.433999999999999,-76.8,3.4,8.06,1530932608,Apparel Retail,Consumer Cyclical
1418.TW,TongHwa Corporation,0.43,1.8579999999999999,-26.5,52.231,22.6,1227428608,Textile Manufacturing,Consumer Cyclical
1419.TW,"Shinkong Textile Co., Ltd.",2.93,6.034,23.5,0.706,67.6,20228419584,Textile Manufacturing,Consumer Cyclical
1423.TW,Reward Wool Industry Corporation,1.53,4.789000000000001,-29.4,37.811,36.9,3677011456,Textile Manufacturing,Consumer Cyclical
1432.TW,TRK Corporation,-0.42,-5.357,4.9,0.416,17.7,1911600128,Leisure,Consumer Cyclical
1434.TW,"Formosa Taffeta Co., Ltd.",0.88,3.266,5.5,1.219,17.3,29106731008,Textile Manufacturing,Consumer Cyclical
1435.TW,Chung Fu Tex-International Corporation,-0.35,-3.7900000000000005,-43.6,67.143,36.0,5032079872,Conglomerates,Industrials
1436.TW,"Hua Yu Lien Development Co., Ltd",16.57,55.574999999999996,1449.2,0.171,123.5,16299406336,Real Estate - Development,Real Estate
1437.TW,GTM Holdings Corporation,2.78,7.0700005,7.8,1.779,32.55,6619726336,Real Estate Services,Real Estate
1439.TW,"Ascent Development Co., Ltd.",1.93,5.164,-61.3,0.28,31.6,2907200000,Textile Manufacturing,Consumer Cyclical
1440.TW,"Tainan Spinning Co., Ltd.",-0.33,-1.7080000000000002,-0.8,0.803,14.35,23775367168,Textile Manufacturing,Consumer Cyclical
1441.TW,"Tah Tong Textile Co., Ltd.",2.68,35.594,73.8,0.459,13.0,932672000,Textile Manufacturing,Consumer Cyclical
1442.TW,"Advancetek Enterprise Co.,Ltd.",7.04,33.396,-67.60000000000001,0.199,71.5,26184157184,Real Estate Services,Real Estate
1443.TW,"Lily Textile Co., Ltd.",1.63,12.663999,20.4,0.13,31.5,4263304704,Integrated Freight & Logistics,Industrials
1444.TW,"Lealea Enterprise Co., Ltd.",0.01,-0.44400003,-6.7,0.243,7.11,6999013376,Textile Manufacturing,Consumer Cyclical
1445.TW,"Universal Textile Co., Ltd.",-1.34,-7.081999999999999,-17.1,1.911,15.1,1973056640,Textile Manufacturing,Consumer Cyclical
1446.TW,"Hong Ho Precision Textile Co.,Ltd.",8.11,47.575,-59.0,1.694,27.5,3787024896,Textile Manufacturing,Consumer Cyclical
1447.TW,"Li Peng Enterprise Co., Ltd.",-0.16,-1.122,-25.2,0.682,6.34,5348056576,Textile Manufacturing,Consumer Cyclical
1449.TW,"Chia Her Industrial Co., Ltd.",0.61,3.5439998,-26.700000000000003,0.226,13.85,1427851904,Textile Manufacturing,Consumer Cyclical
1451.TW,"Nien Hsing Textile Co., Ltd.",2.4,6.762,-19.900000000000002,2.645,20.0,3960000000,Textile Manufacturing,Consumer Cyclical
1452.TW,"Hong Yi Fiber Ind. Co., Ltd.",0.57,2.807,5.4,10.352,12.6,1671276672,Textile Manufacturing,Consumer Cyclical
1453.TW,"Ta Jiang Co., Ltd.",-0.25,-1.889,-36.3,0.409,15.2,1671164032,Textile Manufacturing,Consumer Cyclical
1454.TW,"Taiwan Taffeta Fabric Co., Ltd.",-0.13,-0.9649998999999999,3.6999999999999997,1.33,16.05,1960025856,Textile Manufacturing,Consumer Cyclical
1455.TW,"Zig Sheng Industrial Co., Ltd.",-0.35,-2.9669999999999996,-17.1,0.982,9.56,5082937344,Textile Manufacturing,Consumer Cyclical
1456.TW,"I-Hwa Industrial Co.,Ltd",1.08,6.69,-41.6,0.042,13.65,1279277952,Real Estate Services,Real Estate
1457.TW,"Yi Jinn Industrial Co., Ltd.",1.35,6.381,-2.3,0.898,18.0,4203342080,Textile Manufacturing,Consumer Cyclical
1459.TW,"Lan Fa Textile Co., Ltd.",0.71,7.735,-24.099999999999998,1.156,11.85,3762197248,Textile Manufacturing,Consumer Cyclical
1460.TW,"Everest Textile Co., Ltd.",-0.37,-4.223,12.4,0.348,7.18,4843017728,Textile Manufacturing,Consumer Cyclical
1463.TW,"Chyang Sheng Texing Co., Ltd.",3.68,23.096001,710.6,6.249,21.8,3739179520,Textile Manufacturing,Consumer Cyclical
1464.TW,"De Licacy Industrial Co., Ltd.",1.2,9.3100004,33.900000000000006,0.555,13.7,5584668160,Textile Manufacturing,Consumer Cyclical
1465.TW,"Wisher Industrial Co., Ltd.",0.63,3.959,-24.7,2.294,13.6,1409055232,Textile Manufacturing,Consumer Cyclical
1466.TW,Acelon Chemicals & Fiber Corporation,0.46,3.721,14.7,0.866,17.6,1956363264,Textile Manufacturing,Consumer Cyclical
1467.TW,"Tex-Ray Industrial Co., Ltd.",0.36,1.788,0.4,0.922,8.82,2060572416,Apparel Manufacturing,Consumer Cyclical
1468.TW,Chang-Ho Fibre Corporation,0.95,12.415,-8.200000000000001,0.512,14.25,2285771264,Textile Manufacturing,Consumer Cyclical
1470.TW,evertex fabrinology limited,1.0,8.877,12.5,2.104,25.4,2178481664,Textile Manufacturing,Consumer Cyclical
1471.TW,Solytech Enterprise Corporation,0.25,2.405,-16.7,14.185,11.05,1662085888,Computer Hardware,Technology
1472.TW,"Triocean Industrial Corporation Co., Ltd.",3.93,8.9549996,11.0,1.528,103.5,5432518144,Textile Manufacturing,Consumer Cyclical
1473.TW,"Tainan Enterprises Co., Ltd.",2.83,11.254,6.0,1.595,30.0,4384620032,Apparel Manufacturing,Consumer Cyclical
1474.TW,"Honmyue Enterprise Co., Ltd.",0.37,2.2839999,1.0999999999999999,1.21,13.6,1766599296,Textile Manufacturing,Consumer Cyclical
1475.TW,"Big Sun Shine CO., LTD.",6.52,33.240002000000004,45.1,3.207,45.2,2983968512,Textile Manufacturing,Consumer Cyclical
1476.TW,"Eclat Textile Co., Ltd.",25.15,27.788,22.8,1.503,413.5,113450754048,Apparel Manufacturing,Consumer Cyclical
1477.TW,"Makalot Industrial Co., Ltd.",17.22,32.228002000000004,15.299999999999999,1.162,276.5,68210892800,Apparel Manufacturing,Consumer Cyclical
1503.TW,Shihlin Electric & Engineering Corp.,5.88,8.1140004,3.8,0.84,188.5,98203222016,Electrical Equipment & Parts,Industrials
1504.TW,"TECO Electric & Machinery Co., Ltd.",2.72,7.732,-0.8,1.321,52.9,111580913664,Specialty Industrial Machinery,Industrials
1506.TW,"Right Way Industrial Co.,Ltd",0.11,1.0959999999999999,1.0,2.407,11.95,3589648384,Auto Parts,Consumer Cyclical
1512.TW,"Jui Li Enterprise Co., Ltd.",-0.5,-13.062999999999999,-4.3999999999999995,1.128,9.24,907210880,Auto Parts,Consumer Cyclical
1513.TW,Chung-Hsin Electric and Machinery Manufacturing Corp.,7.18,18.563999,5.0,0.67,151.5,74852204544,Specialty Industrial Machinery,Industrials
1514.TW,"Allis Electric Co.,Ltd.",2.75,12.864,-3.5000000000000004,1.566,111.0,29468170240,Electrical Equipment & Parts,Industrials
1515.TW,"Rexon Industrial Corp.,Ltd",0.48,2.244,-53.6,0.832,30.3,5498631680,Specialty Industrial Machinery,Industrials
1516.TW,"Falcon Power Co., Ltd.",-6.61,-78.669,-92.5,11.084,21.25,850174272,Thermal Coal,Energy
1517.TW,Lee Chi Enterprises Company Ltd.,-0.35,-2.228,47.5,3.871,11.5,2567950080,Metal Fabrication,Industrials
1519.TW,"Fortune Electric Co., Ltd.",15.81,73.92,45.6,0.735,474.0,136115732480,Electrical Equipment & Parts,Industrials
1521.TW,"Ta Yih Industrial Co., Ltd.",1.33,5.573,-16.5,0.999,28.7,2187801088,Auto Parts,Consumer Cyclical
1522.TW,"TYC Brother Industrial Co., Ltd.",4.12,13.079001000000002,-4.0,0.787,47.3,14755613696,Auto Parts,Consumer Cyclical
1524.TW,"Gordon Auto Body Parts Co., Ltd.",3.56,21.285999,4.3,0.922,32.1,5306450944,Auto Parts,Consumer Cyclical
1525.TW,Kian Shen Corporation,4.25,6.183000000000001,3.3000000000000003,3.481,63.9,4690266112,Auto Parts,Consumer Cyclical
1526.TW,Sun Race Sturmey-Archer Corporation,-0.48,-1.9340001,16.900000000000002,1.354,22.7,1362000000,Auto Parts,Consumer Cyclical
1527.TW,Basso Industry Corp.,3.03,8.507000000000001,1.7999999999999998,3.1,39.0,5404269568,Tools & Accessories,Industrials
1528.TW,Anderson Industrial Corporation,-0.49,-3.9,-26.900000000000002,0.874,13.9,2659501056,Specialty Industrial Machinery,Industrials
1529.TW,"Luxe Green Energy Technology Co., Ltd.",0.01,0.244,82.39999999999999,1.122,29.05,4505509888,Electrical Equipment & Parts,Industrials
1530.TW,"Awea mechantronic co.,ltd",1.12,3.042,52.400000000000006,0.854,32.1,3100673792,Specialty Industrial Machinery,Industrials
1531.TW,"Kaulin Mfg. Co., Ltd.",0.53,2.311,24.3,5.673,12.6,2294560768,Specialty Industrial Machinery,Industrials
1532.TW,"China Metal Products Co., Ltd.",2.93,8.311,-34.300000000000004,0.443,26.9,11368047616,Metal Fabrication,Industrials
1533.TW,"Mobiletron Electronics Co.,Ltd.",-0.6,-3.9100002000000003,8.3,0.806,29.65,2921918464,Auto Parts,Consumer Cyclical
1535.TW,China Ecotek Corporation,3.96,12.867999999999999,-5.2,1.128,56.8,7028602368,Pollution & Treatment Controls,Industrials
1536.TW,"Hota Industrial Mfg. Co., Ltd.",0.01,0.045000002000000004,-17.0,0.474,61.9,17302165504,Auto Parts,Consumer Cyclical
1537.TW,"Kung Long Batteries Industrial Co.,Ltd",11.6,20.294999999999998,0.5,3.021,143.5,11775896576,Electrical Equipment & Parts,Industrials
1538.TW,"Jenn Feng Industrial Tools Co., Ltd.",-1.68,-27.027,4.5,2.113,28.85,931855040,Tools & Accessories,Industrials
1539.TW,"Chiu Ting Machinery Co., Ltd.",1.02,5.7290003,-32.1,1.689,19.3,1261640960,Specialty Industrial Machinery,Industrials
1540.TW,"Roundtop Machinery Industries Co., Ltd.",1.96,10.9469995,2.4,4.388,31.7,2709525760,Specialty Industrial Machinery,Industrials
1541.TW,"CHANG TYPE Industrial Co., Ltd.",0.83,4.287,-32.2,1.474,28.15,2218220032,Tools & Accessories,Industrials
1558.TW,"Zeng Hsing Industrial Co., Ltd.",6.62,10.406,8.1,1.621,98.5,6553756672,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1560.TW,Kinik Company,7.07,16.155,11.1,1.645,289.0,42271739904,Tools & Accessories,Industrials
1563.TW,"SuperAlloy Industrial Co., Ltd.",3.65,10.316,-1.9,0.691,58.3,12957874176,Auto Parts,Consumer Cyclical
1568.TW,"Tsang Yow Industrial Co.,Ltd.",1.35,7.475999999999999,-6.9,1.534,25.8,2640552448,Auto Parts,Consumer Cyclical
1582.TW,Syncmold Enterprise Corp.,6.38,12.0740004,4.5,2.069,77.9,11238554624,Electronic Components,Technology
1583.TW,Goodway Machine Corp.,3.56,6.199000000000001,-8.9,1.026,59.4,6557760000,Specialty Industrial Machinery,Industrials
1587.TW,Cryomax Cooling System Corp.,-0.5,-2.4699999999999998,12.7,0.684,30.55,2438063872,Auto Parts,Consumer Cyclical
1589.TW,"Yeong Guan Energy Technology Group Co., Ltd.",-2.42,-7.026000000000001,1.0999999999999999,0.753,28.5,3794375936,Metal Fabrication,Industrials
1590.TW,Airtac International Group,38.62,17.553,12.4,1.735,930.0,185999998976,Specialty Industrial Machinery,Industrials
1597.TW,"Chieftek Precision Co., Ltd.",0.82,3.06,-0.3,1.616,91.5,7984473088,Electrical Equipment & Parts,Industrials
1598.TW,Dyaco International Inc.,-0.26,1.437,-0.3,0.629,22.5,3829027584,Leisure,Consumer Cyclical
1603.TW,"China Wire & Cable Co., Ltd.",3.03,6.987,38.7,1.38,38.0,6036148224,Electronics & Computer Distribution,Technology
1604.TW,Sampo Corporation,2.05,9.315,-0.8999999999999999,0.466,27.4,9967243264,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1605.TW,Walsin Lihwa Corporation,0.66,1.6590001,10.6,0.572,22.7,91511193600,Steel,Basic Materials
1608.TW,"Hua Eng Wire & Cable Co., Ltd.",1.22,7.4889995,7.8,0.751,25.25,10711302144,Electrical Equipment & Parts,Industrials
1609.TW,"Ta Ya Electric Wire & Cable Co., Ltd.",1.66,9.696999,6.6000000000000005,0.752,38.35,29582192640,Electrical Equipment & Parts,Industrials
1611.TW,China Electric Mfg. Corporation,0.44,3.6290000000000004,-22.2,2.075,13.85,4469893632,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1612.TW,"Hong Tai Electric Industrial Co., Ltd.",2.38,10.054,22.7,1.407,33.75,10667700224,Electrical Equipment & Parts,Industrials
1614.TW,"Taiwan Sanyo Electric Co.,Ltd.",0.88,4.2379998,10.7,1.349,39.4,10201881600,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1615.TW,Dah San Electric Wire & Cable Corp.,4.12,22.36,16.3,1.764,52.0,9739548672,Electrical Equipment & Parts,Industrials
1616.TW,Evertop Wire Cable Corporation,2.5,22.367,18.7,1.105,26.7,5059489792,Electrical Equipment & Parts,Industrials
1617.TW,"Jung Shing Wire Co., Ltd.",0.27,1.8450000000000002,11.899999999999999,1.509,17.05,2690455808,Electronics & Computer Distribution,Technology
1618.TW,"Hold-Key Electric Wire & Cable Co., Ltd",4.29,12.870000000000001,3.9,1.303,48.3,9307023360,Electronics & Computer Distribution,Technology
1626.TW,Airmate (Cayman) International Co Limited,-1.05,-5.302,15.7,0.439,12.35,1850301696,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1702.TW,"Namchow Holdings Co., Ltd.",3.14,7.2090000000000005,4.9,1.508,46.95,11647919104,Packaged Foods,Consumer Defensive
1707.TW,Grape King Bio Ltd,9.38,18.541000999999998,-1.4000000000000001,1.435,135.5,20072562688,Drug Manufacturers - Specialty & Generic,Healthcare
1708.TW,Sesoda Corporation,4.09,15.307,5.5,0.824,37.7,9387375616,Chemicals,Basic Materials
1709.TW,Formosan Union Chemical Corp.,1.54,8.4709994,3.0,0.813,18.3,8729392128,Chemicals,Basic Materials
1710.TW,Oriental Union Chemical Corporation,-0.12,-1.773,19.0,0.396,13.5,11839864832,Chemicals,Basic Materials
1711.TW,Everlight Chemical Industrial Corporation,0.45,2.9000001,4.5,1.032,16.65,9120070656,Specialty Chemicals,Basic Materials
1712.TW,Sinon Corporation,2.49,13.481000000000002,-2.1999999999999997,0.794,42.6,17912958976,Agricultural Inputs,Basic Materials
1713.TW,Cathay Chemical Works Inc.,10.53,43.608000000000004,-6.6000000000000005,15.268,54.5,8226884096,Specialty Chemicals,Basic Materials
1714.TW,Ho Tung Chemical Corp.,0.2,2.996,15.7,2.784,8.09,7941815808,Chemicals,Basic Materials
1717.TW,"Eternal Materials Co., Ltd.",1.47,6.914,4.7,1.327,26.2,30870673408,Specialty Chemicals,Basic Materials
1718.TW,China Man-Made Fiber Corporation,0.03,7.591,4.1000000000000005,0.148,6.69,8975839232,Banks - Regional,Financial Services
1720.TW,Standard Chemical & Pharmaceutical Co. Ltd.,4.6,14.817001,1.6,1.324,58.9,10525194240,Drug Manufacturers - Specialty & Generic,Healthcare
1721.TW,"Sunko Ink Co., Ltd.",-0.78,-7.402,-6.5,1.249,12.3,2274073344,Chemicals,Basic Materials
1722.TW,"Taiwan Fertilizer Co., Ltd.",2.0,3.56,2.7,3.544,54.9,53802000384,Agricultural Inputs,Basic Materials
1723.TW,China Steel Chemical Corporation,4.93,13.55,-2.1999999999999997,1.771,96.4,22379259904,Chemicals,Basic Materials
1725.TW,"Yuan Jen Enterprises Co.,Ltd.",1.8,6.485,11.200000000000001,2.422,30.2,5491266048,Specialty Chemicals,Basic Materials
1726.TW,"Yung Chi Paint & Varnish Mfg.Co.,Ltd",5.39,8.418999600000001,11.3,3.352,76.7,12425399296,Specialty Chemicals,Basic Materials
1727.TW,"Chung Hwa Chemical Industrial Works, Ltd.",0.47,2.8870001,-1.0,0.83,24.15,3005057024,Chemicals,Basic Materials
1730.TW,"Farcent Enterprise Co.,Ltd",4.48,14.939,0.2,3.648,57.3,3623308032,Household & Personal Products,Consumer Defensive
1731.TW,Maywufa Company Ltd.,1.26,7.858,3.5999999999999996,1.226,22.9,3043753472,Drug Manufacturers - Specialty & Generic,Healthcare
1732.TW,Mao Bao Inc.,0.34,2.5999999,8.0,2.209,28.2,1196918016,Household & Personal Products,Consumer Defensive
1733.TW,Apex Biotechnology Corp.,1.6,9.24,24.0,1.881,31.1,3108451328,Biotechnology,Healthcare
1734.TW,"Sinphar Pharmaceutical Co.,Ltd.",1.69,8.0469996,3.5999999999999996,1.736,33.55,6077246976,Biotechnology,Healthcare
1735.TW,"Evermore Chemical Industry Co., Ltd.",0.84,5.263,0.6,0.71,16.35,1624993792,Chemicals,Basic Materials
1736.TW,"Johnson Health Tech .Co., Ltd.",9.39,25.581,32.2,0.739,149.5,45343350784,Leisure,Consumer Cyclical
1737.TW,"Taiyen Biotech Co., Ltd.",1.82,4.782,0.7000000000000001,2.253,32.7,6540000256,Household & Personal Products,Consumer Defensive
1752.TW,"Nang Kuang Pharmaceutical Co., Ltd.",2.57,11.4300005,9.700000000000001,0.611,37.0,3736556032,Medical Instruments & Supplies,Healthcare
1760.TW,Panion & Bf Biotech Inc.,1.27,5.998,-3.5999999999999996,0.795,74.0,6344686080,Biotechnology,Healthcare
1762.TW,"Chunghwa Chemical Synthesis & Biotech Co., Ltd.",0.55,0.5860000399999999,-23.3,0.827,29.4,2280263936,Biotechnology,Healthcare
1773.TW,"Shiny Chemical Industrial Co., Ltd.",7.47,19.381,3.9,0.539,145.0,36250001408,Chemicals,Basic Materials
1776.TW,Headway Advanced Materials Inc.,0.67,3.071,5.4,2.699,18.1,1087936768,Chemicals,Basic Materials
1783.TW,Maxigen Biotech Inc.,2.32,14.752,39.4,3.764,44.35,3954383616,Medical Instruments & Supplies,Healthcare
1786.TW,SciVision Biotech Inc.,3.36,15.126999999999999,4.6,1.918,96.3,6952060416,Medical Instruments & Supplies,Healthcare
1789.TW,"ScinoPharm Taiwan, Ltd.",0.31,2.3139998,-22.3,4.86,18.15,14351912960,Drug Manufacturers - Specialty & Generic,Healthcare
1795.TW,"Lotus Pharmaceutical Co., Ltd.",20.72,28.495002000000003,12.7,1.443,226.5,59379240960,Drug Manufacturers - Specialty & Generic,Healthcare
1802.TW,Taiwan Glass Ind. Corp.,-0.58,-3.598,-2.1999999999999997,0.672,14.05,40858243072,Building Materials,Basic Materials
1805.TW,"Better Life Group Co., LTD.",2.76,25.421,5466.2,1.794,14.65,1977310464,Real Estate - Development,Real Estate
1806.TW,"Champion Building Materials Co.,Ltd.",0.32,2.283,0.4,2.717,11.25,4348316160,Building Products & Equipment,Industrials
1808.TW,"Run Long Construction Co., Ltd.",1.78,14.218001,-97.7,0.233,30.9,30660741120,Real Estate - Development,Real Estate
1809.TW,"China Glaze Co.,Ltd.",0.27,0.843,-2.6,1.269,16.3,2722784512,Building Products & Equipment,Industrials
1810.TW,Hocheng Corporation,0.16,0.746,-0.6,0.684,16.6,5010859520,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1817.TW,"Sanitar Co., Ltd.",4.03,13.356000000000002,7.199999999999999,2.844,44.1,3201659904,Household & Personal Products,Consumer Defensive
1903.TW,Shihlin Paper Corporation,-0.1,-0.56800004,-3.6999999999999997,1.007,66.0,17162574848,Household & Personal Products,Consumer Defensive
1904.TW,Cheng Loong Corporation,0.37,1.459,1.7999999999999998,0.626,18.15,20115099648,Paper & Paper Products,Basic Materials
1905.TW,Chung Hwa Pulp Corporation,-0.58,-3.417,-8.6,0.469,13.95,15384619008,Paper & Paper Products,Basic Materials
1906.TW,"Baolong International Co., Ltd.",0.25,-0.23100001,-13.5,0.155,13.0,1963000064,Paper & Paper Products,Basic Materials
1907.TW,YFY Inc.,0.72,2.8819999999999997,4.9,1.013,27.35,45411123200,Paper & Paper Products,Basic Materials
