stock_code,name,current_price,ROE,EPS,年營收成長率,月營收成長率,market_cap,sector,industry,data_sources
1262.TW,綠悠遊,,15.0,3.98,10.65,10.25,580705984861,Industrials,Manufacturing,['ESTIMATED']
1264.TW,德麥,,15.0,1.25,6.17,4.65,505189360134,Industrials,Manufacturing,['ESTIMATED']
1301.TW,台塑,35.65,15.0,2.32,17.61,18.06,35650000000,Basic Materials,Chemicals,"['TWSTOCK', 'TWSE_API']"
1303.TW,南亞,29.6,15.0,2.85,10.44,9.61,29600000000,Basic Materials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1304.TW,台聚,9.9,18.0,0.63,13.1,12.6,9900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1305.TW,華夏,10.85,18.0,0.77,4.22,4.97,10850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1307.TW,三芳,38.6,18.0,3.33,9.33,7.01,38600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1308.TW,亞聚,12.1,18.0,0.85,12.67,13.29,12100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1309.TW,台達化,11.75,18.0,0.73,10.35,12.22,11750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1310.TW,台苯,8.68,18.0,0.79,5.63,6.7,8680000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1312.TW,國喬,10.75,18.0,0.74,8.54,10.01,10750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1313.TW,聯成,8.27,15.0,0.47,7.15,6.69,8270000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1314.TW,中石化,7.03,18.0,0.46,16.86,14.65,7030000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1315.TW,達新,66.5,12.0,4.13,2.58,2.82,66500000000,Industrials,Manufacturing,['TWSTOCK']
1316.TW,上曜,14.8,18.0,1.02,16.53,21.14,14800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1319.TW,東陽,132.5,15.0,9.31,9.61,9.38,132500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1321.TW,大洋,37.1,15.0,2.82,8.08,10.23,37100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1323.TW,永裕,20.75,18.0,1.62,15.12,14.2,20750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1324.TW,地球,11.5,15.0,1.06,17.3,13.62,11500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1325.TW,恆大,36.1,18.0,2.81,1.06,0.9,36100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1326.TW,台化,24.35,15.0,2.12,5.41,6.04,24350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1337.TW,再生,6.33,18.0,0.53,11.32,11.98,6330000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1338.TW,廣華,24.35,15.0,1.49,17.94,13.16,24350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1339.TW,昭輝,51.9,18.0,3.11,13.59,10.38,51900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1340.TW,勝悅,7.22,18.0,0.59,9.03,9.88,7220000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1341.TW,富林,70.0,15.0,4.47,0.3,0.24,70000000000,Industrials,Manufacturing,['TWSTOCK']
1434.TW,福懋,16.6,15.0,1.46,5.23,6.57,16600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1436.TW,華友聯,118.0,18.0,9.52,4.54,3.24,118000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1437.TW,勤益控,33.0,15.0,1.85,1.19,0.88,33000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1438.TW,裕豐,42.5,18.0,3.99,16.02,13.54,42500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1439.TW,中和,31.35,15.0,2.89,16.76,19.54,31350000000,Industrials,Manufacturing,['TWSTOCK']
1440.TW,南紡,14.15,18.0,1.05,3.73,3.1,14150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1441.TW,大東,12.8,15.0,0.89,8.26,6.89,12800000000,Industrials,Manufacturing,['TWSTOCK']
1442.TW,名軒,69.6,15.0,6.33,10.44,11.21,69600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1443.TW,立益,31.1,12.0,1.74,15.9,15.23,31100000000,Industrials,Manufacturing,['TWSTOCK']
1444.TW,力麗,7.06,15.0,0.64,6.81,5.8,7060000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1445.TW,大宇,15.95,18.0,1.34,2.01,2.0,15950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1446.TW,宏和,26.8,18.0,1.87,12.89,11.09,26800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1447.TW,力鵬,6.26,15.0,0.49,4.39,3.41,6260000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1449.TW,佳和,13.65,18.0,1.07,10.07,10.82,13650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1451.TW,年興,19.9,18.0,1.24,13.53,11.81,19900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1452.TW,宏益,12.4,15.0,0.94,6.8,5.33,12400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1453.TW,大將,15.15,18.0,1.21,15.62,16.82,15150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1454.TW,台富,15.55,15.0,1.16,5.97,4.46,15550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1455.TW,集盛,9.58,15.0,0.79,1.79,1.64,9580000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1456.TW,怡華,13.8,18.0,1.11,12.89,16.05,13800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1457.TW,宜進,18.0,15.0,1.24,4.27,5.35,18000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1459.TW,聯發,11.7,18.0,1.13,13.71,10.65,11700000000,Industrials,Manufacturing,['TWSTOCK']
1460.TW,宏遠,7.11,15.0,0.45,5.52,5.04,7110000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1463.TW,強盛,22.05,18.0,2.02,3.54,4.19,22050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1464.TW,得力,13.7,18.0,0.99,16.25,19.48,13700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1465.TW,偉全,13.4,12.0,0.88,1.12,1.05,13400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1466.TW,聚隆,18.55,18.0,1.23,14.28,18.27,18550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1467.TW,南緯,8.53,18.0,0.66,1.81,2.14,8529999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1468.TW,昶和,14.15,15.0,1.16,17.91,21.83,14150000000,Industrials,Manufacturing,['TWSTOCK']
1469.TW,聯聚,,15.0,1.42,0.54,0.52,581681006241,Industrials,Manufacturing,['ESTIMATED']
1470.TW,大統新創,25.5,15.0,1.99,13.83,17.59,25500000000,Industrials,Manufacturing,['TWSTOCK']
1471.TW,首利,11.1,18.0,1.01,13.28,9.42,11100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1472.TW,三洋紡,100.0,18.0,8.0,0.33,0.26,100000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1473.TW,台南,29.95,18.0,2.85,3.07,2.61,29950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1474.TW,弘裕,13.3,15.0,0.96,8.51,8.24,13300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1475.TW,本盟,45.75,18.0,2.78,10.06,11.2,45750000000,Industrials,Manufacturing,['TWSTOCK']
1476.TW,儒鴻,421.0,18.0,29.04,8.81,6.41,421000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1477.TW,聚陽,268.5,18.0,16.33,8.45,10.47,268500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1503.TW,士電,182.0,18.0,13.41,12.29,12.4,182000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1504.TW,東元,52.2,15.0,3.28,0.78,0.71,52200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1506.TW,正道,12.0,15.0,1.15,8.38,9.3,12000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1507.TW,永大,,15.0,1.53,17.58,16.96,563958732128,Industrials,Manufacturing,['ESTIMATED']
1512.TW,瑞利,7.94,18.0,0.6,7.62,6.24,7940000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1513.TW,中興電,152.0,18.0,11.63,7.02,5.39,152000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1514.TW,亞力,107.0,18.0,7.18,15.0,16.92,107000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1515.TW,力山,30.45,18.0,2.23,17.25,19.58,30450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1516.TW,川飛,22.15,18.0,1.44,8.43,5.92,22150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1517.TW,利奇,11.3,18.0,1.06,15.38,12.29,11300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1519.TW,華城,470.0,18.0,34.38,12.41,10.82,470000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1521.TW,大億,28.85,15.0,1.99,16.78,18.9,28850000000,Industrials,Manufacturing,['TWSTOCK']
1522.TW,堤維西,46.25,18.0,3.04,7.65,6.34,46250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1524.TW,耿鼎,31.15,18.0,2.08,8.81,7.28,31150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1525.TW,江申,65.1,15.0,4.41,9.16,11.63,65099999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1526.TW,日馳,22.3,18.0,1.25,4.48,4.81,22300000000,Industrials,Manufacturing,['TWSTOCK']
1527.TW,鑽全,38.25,18.0,3.65,8.01,9.06,38250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1528.TW,恩德,13.6,18.0,1.27,1.72,2.15,13600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1529.TW,樂士,28.05,18.0,1.69,0.46,0.41,28050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1530.TW,亞崴,32.2,15.0,2.39,12.89,12.28,32200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1531.TW,高林股,12.85,15.0,0.74,7.08,5.2,12850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1532.TW,勤美,26.25,18.0,1.66,0.67,0.77,26250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1533.TW,車王電,28.8,18.0,1.97,15.82,18.72,28800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1535.TW,中宇,56.7,15.0,5.48,13.38,14.79,56700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1536.TW,和大,60.7,18.0,3.84,4.77,4.02,60700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1537.TW,廣隆,144.5,15.0,8.18,13.92,13.0,144500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1538.TW,正峰新,28.5,15.0,1.84,8.09,9.0,28500000000,Industrials,Manufacturing,['TWSTOCK']
1539.TW,巨庭,19.05,18.0,1.55,6.3,6.3,19050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1540.TW,喬友,30.5,18.0,2.86,17.99,18.69,30500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1541.TW,錩泰,27.2,18.0,2.29,11.45,8.86,27200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1558.TW,伸興,96.9,15.0,9.16,10.21,7.78,96900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1560.TW,中砂,282.0,18.0,25.7,14.82,11.91,282000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1568.TW,倉佑,23.85,18.0,1.79,7.09,8.28,23850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1582.TW,信錦,76.7,18.0,4.93,7.63,9.44,76700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1583.TW,程泰,59.5,18.0,4.06,2.36,1.9,59500000000,Industrials,Manufacturing,['TWSTOCK']
1587.TW,吉茂,29.55,18.0,2.02,0.49,0.36,29550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1589.TW,永冠,27.2,18.0,2.52,6.97,6.09,27200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1590.TW,亞德客,911.0,18.0,79.48,13.14,9.3,911000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1592.TW,英瑞,,15.0,3.62,3.34,3.58,609797064578,Industrials,Manufacturing,['ESTIMATED']
1593.TW,祺驊,,15.0,2.02,2.96,3.18,281066804539,Industrials,Manufacturing,['ESTIMATED']
1598.TW,岱宇,22.55,18.0,2.16,1.1,1.15,22550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1603.TW,華電,37.95,18.0,2.72,11.94,11.51,37950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1604.TW,聲寶,26.6,12.0,1.59,2.81,2.24,26600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1605.TW,華新,21.9,18.0,1.36,4.29,5.35,21900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1608.TW,華榮,24.45,18.0,2.26,8.23,8.64,24450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1609.TW,大亞,37.75,18.0,3.17,0.17,0.2,37750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1611.TW,中電,13.95,18.0,0.86,3.97,5.14,13950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1612.TW,宏泰,33.25,15.0,3.04,11.98,8.83,33250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1614.TW,三洋電,39.4,12.0,2.79,10.39,10.86,39400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1615.TW,大山,52.2,15.0,3.63,10.68,13.18,52200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1616.TW,億泰,26.05,18.0,1.94,13.56,10.96,26050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1617.TW,榮星,16.55,18.0,1.44,5.19,3.99,16550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1701.TW,中化,,15.0,2.53,13.53,15.19,286102270209,Industrials,Manufacturing,['ESTIMATED']
1702.TW,南僑,47.1,15.0,2.97,17.78,22.62,47100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1707.TW,葡萄王,133.5,15.0,7.56,14.31,10.36,133500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1708.TW,東鹼,33.95,18.0,2.95,4.12,3.19,33950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1709.TW,和益,18.55,18.0,1.3,2.29,1.77,18550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1710.TW,東聯,13.5,18.0,0.8,8.33,9.35,13500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1711.TW,永光,18.5,18.0,1.1,10.95,13.67,18500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1712.TW,興農,42.8,15.0,2.43,17.94,17.28,42800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1713.TW,國化,54.0,15.0,3.13,6.17,4.8,54000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1714.TW,和桐,8.02,15.0,0.6,6.2,6.72,8020000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1717.TW,長興,25.9,15.0,1.51,16.6,16.81,25900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1718.TW,中纖,6.76,18.0,0.43,8.15,7.16,6760000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1720.TW,生達,58.2,15.0,3.94,17.83,17.01,58200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1721.TW,三晃,12.55,18.0,0.83,13.39,13.45,12550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1722.TW,台肥,53.0,15.0,5.17,15.32,19.02,53000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1723.TW,中碳,93.3,12.0,8.82,15.62,18.7,93300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1724.TW,台硝,,15.0,3.4,11.55,12.34,542789539563,Industrials,Manufacturing,['ESTIMATED']
1725.TW,元禎,30.95,18.0,1.92,1.69,1.8,30950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1726.TW,永記,77.3,12.0,6.24,7.39,9.01,77300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1727.TW,中華化,24.4,18.0,2.27,17.46,19.36,24400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1730.TW,花仙子,57.3,12.0,3.5,10.24,12.72,57300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1731.TW,美吾華,22.9,15.0,1.32,17.21,14.78,22900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1732.TW,毛寶,30.95,18.0,2.91,16.63,14.98,30950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1733.TW,五鼎,30.9,15.0,1.9,4.42,3.44,30900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1734.TW,杏輝,33.0,15.0,2.0,1.59,1.41,33000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1735.TW,日勝化,17.5,18.0,1.03,10.47,7.33,17500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1736.TW,喬山,149.0,18.0,9.09,9.95,10.85,149000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1737.TW,臺鹽,32.65,12.0,2.54,8.28,7.46,32650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1760.TW,寶齡富錦,81.0,18.0,5.08,17.64,22.45,81000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1762.TW,中化生,29.3,18.0,2.12,15.92,20.04,29300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1773.TW,勝一,146.0,15.0,12.13,9.12,8.59,146000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1776.TW,展宇,17.75,15.0,1.27,14.89,11.42,17750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1777.TW,生泰,,15.0,2.86,3.18,3.54,569162484078,Industrials,Manufacturing,['ESTIMATED']
1783.TW,和康生,43.3,18.0,2.75,17.55,19.8,43300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1786.TW,科妍,96.3,18.0,5.84,5.54,4.98,96300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1789.TW,神隆,17.2,18.0,1.38,5.36,4.53,17200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
1795.TW,美時,234.5,18.0,19.7,2.29,1.65,234500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2002.TW,中鋼,20.05,15.0,1.25,1.0,1.16,20050000000,Basic Materials,Steel,"['TWSTOCK', 'TWSE_API']"
2006.TW,東和鋼鐵,65.2,15.0,3.84,7.82,7.1,65200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2007.TW,燁興,8.12,18.0,0.67,9.6,9.94,8119999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2008.TW,高興昌,25.35,15.0,1.77,3.36,3.76,25350000000,Industrials,Manufacturing,['TWSTOCK']
2009.TW,第一銅,33.05,18.0,2.03,17.52,18.41,33049999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2010.TW,春源,19.55,15.0,1.84,15.23,16.0,19550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2012.TW,春雨,20.85,18.0,1.36,10.39,11.36,20850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2013.TW,中鋼構,43.6,18.0,2.64,6.82,7.61,43600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2014.TW,中鴻,15.7,18.0,1.08,5.22,4.34,15700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2015.TW,豐興,62.5,18.0,4.7,15.28,14.92,62500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2017.TW,官田鋼,10.0,18.0,0.95,8.21,6.55,10000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2020.TW,美亞,28.85,18.0,1.66,7.89,10.09,28850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2022.TW,聚亨,8.1,18.0,0.57,11.69,14.02,8100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2023.TW,燁輝,15.2,15.0,0.93,14.98,13.03,15200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2024.TW,志聯,17.25,15.0,0.97,1.82,1.79,17250000000,Industrials,Manufacturing,['TWSTOCK']
2025.TW,千興,14.7,18.0,1.33,16.21,12.29,14700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2027.TW,大成鋼,36.0,18.0,2.38,1.31,1.51,36000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2028.TW,威致,18.2,18.0,1.82,17.61,22.82,18200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2029.TW,盛餘,24.05,15.0,1.34,13.17,9.46,24050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2030.TW,彰源,15.35,18.0,0.89,13.01,12.63,15350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2031.TW,新光鋼,42.4,18.0,3.25,3.23,2.67,42400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2032.TW,新鋼,15.8,18.0,1.05,13.02,10.15,15800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2033.TW,佳大,17.95,15.0,1.63,7.79,6.33,17950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2034.TW,允強,23.05,18.0,2.09,16.06,20.04,23050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2038.TW,海光,16.2,18.0,0.95,13.07,10.78,16200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2049.TW,上銀,223.5,18.0,14.03,13.86,9.89,223500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2059.TW,川湖,2060.0,18.0,118.4,0.79,0.9,2060000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2069.TW,運錩,16.5,18.0,0.92,4.39,5.66,16500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2101.TW,南港,39.45,18.0,2.73,6.55,5.43,39450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2102.TW,泰豐,20.45,18.0,1.52,7.82,8.86,20450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
